Index,Time,RON_Loss,S,RON,Liu,BaoHeTing,S-ZORB.TE_5002.DACA,S-ZORB.PT_7107B.DACA,S-ZORB.FT_5201.PV,S-ZORB.SIS_TE_2802,S-ZORB.FC_5001.DACA,XiTing,S-ZORB.TE_3112.DACA,S-ZORB.TE_2608.DACA,S-ZORB.CAL.SPEED.PV,S-ZORB.TC_3102.DACA,S-ZORB.TE_5201.DACA,MiDu,S-ZORB.FT_1003.PV,S-ZORB.FT_9002.DACA,S-ZORB.LC_2601.DACA,FangTing,S-ZORB.PT_1501.PV,S-ZORB.PC_2401B.DACA,S-ZORB.PC_6001.PV,Xiu,S-ZORB.FC_1203.PV,S-ZORB.FC_5103.DACA,S-ZORB.PDC_2702.DACA,S-ZORB.TE_5006.DACA,S-ZORB.PT_7503B.DACA,S-ZORB.TE_1106.DACA.PV,S-ZORB.TXE_3201A.DACA
54.0000000000,110.0000000000,0.9270143949,5.0050597402,89.8000000000,101.0000000000,59.2000000000,131.2438382044,2.0939955405,108.0593399804,321.9316427886,2343.4642817800,18.8000000000,139.1766593381,111.0324512968,4.4135465969,242.1669019888,89.6488619470,725.5000000000,35.9814428191,625.5945172758,90.1006999864,22.0000000000,1.6768889737,2.3396093125,-0.1852811029,58.0200000000,7.7009431543,18582.1573554360,12.1151806449,105.5652549918,0.4280978833,39.9067387762,316.7645924333
55.0000000000,1.0000000000,0.9548652664,4.2199195296,89.6000000000,169.0000000000,60.9142857143,100.0000000000,3.1371182500,124.7291348723,350.0000000000,877.7436694162,17.3714285714,65.0000000000,353.9100104688,5.7498944052,150.0000000000,42.7559037486,725.5000000000,46.9517090000,650.0000000000,82.0693880807,21.7142857143,1.8667869000,1.5737493117,-0.1576401731,58.0200000000,15.0000000000,9090.6931254932,33.3853278594,100.0000000000,0.0067093799,156.0965962424,401.7305768979
56.0000000000,110.0000000000,0.9883347612,4.7010866635,89.4000000000,241.0000000000,62.2000000000,106.8766860136,1.6676536192,97.4497624950,322.5233617549,867.5575671588,16.3000000000,127.5336393959,301.9895266641,6.4809019865,233.1181116605,86.1274284572,725.5000000000,0.8909323046,597.5599440136,48.6707464103,21.5000000000,1.4965734420,1.3246375837,-0.0990415915,58.0200000000,8.8595706558,19232.5615932511,38.4168675030,100.2911571955,0.2803188169,36.7982256015,462.6235534103
57.0000000000,81.0000000000,0.8351667472,4.5812942185,88.7000000000,244.0000000000,62.8857142857,145.3951976773,0.8593852777,47.6099920631,318.3449737096,843.6368637473,16.0714285714,142.3691871569,442.7045857328,4.8058187187,256.7385071946,63.0773604300,727.0428571429,60.1778226238,595.8620030818,58.3302034587,21.0428571429,1.5186136212,0.1304866035,-0.1841952453,58.6485714286,7.8124728841,21619.6052182486,26.4512759686,123.1265425063,1.7407699372,74.8478038921,490.0292241284
58.0000000000,0.0000000000,1.1501649551,4.5719578971,89.4000000000,263.0000000000,63.4000000000,150.0000000000,3.1390300500,119.2491052490,252.3100201012,1493.5236077489,15.9000000000,97.8716081178,274.4361922253,2.9500000000,300.0000000000,56.2305985263,728.2000000000,47.1155480000,542.6853937560,63.9210057434,20.7000000000,1.9804358500,1.1949638157,-0.1742867173,59.1200000000,14.2464355800,12052.0778335987,37.4882218361,150.0000000000,0.0070291390,156.0965962424,300.0000000000
59.0000000000,110.0000000000,0.9230665864,5.1345460368,89.2000000000,225.0000000000,62.3714285714,135.5039549846,2.2202947898,70.8164206073,333.4414698875,2552.9339178249,16.6428571429,118.3325243883,274.8106631491,6.1467145018,209.1519257721,37.6205398359,728.2000000000,5.2612757805,610.5023998121,79.9380776264,20.9857142857,1.9958409645,2.0175065052,-0.0020237346,59.1200000000,5.2817268893,17373.3603023305,18.6178167425,148.1045955039,0.4621405930,155.1664864742,375.0419466752
60.0000000000,0.0000000000,0.9950965402,3.9863240609,89.7000000000,245.0000000000,61.6000000000,100.0000000000,3.1341543500,115.6576154601,350.0000000000,1770.5543409077,17.2000000000,68.0515457913,360.1358853203,2.9500000000,272.6852572360,69.3018508838,728.2000000000,50.7141545000,650.0000000000,74.3737052653,21.2000000000,1.9642938000,1.2215355757,-0.1872038241,59.1200000000,15.0000000000,9809.7926367207,35.4211693263,100.0000000000,0.0082139839,156.0965962424,550.0000000000
61.0000000000,0.0000000000,1.0622606295,4.5550006747,89.0000000000,239.0000000000,59.9428571429,150.0000000000,3.1351538500,112.9679479717,350.0000000000,1889.4046253873,18.1142857143,87.7339263404,177.4536816804,2.9500000000,205.3723735572,30.5971068553,726.7142857143,51.8026480000,388.1471503447,100.0000000000,21.9428571429,1.8698149500,1.2867249969,0.0000000000,51.9257142857,10.1081762861,11740.5180402767,24.2790826650,150.0000000000,0.1050601900,156.0965962424,309.7740512560
62.0000000000,0.0000000000,0.9675494792,4.8766457583,89.1000000000,239.0000000000,58.7000000000,150.0000000000,3.1352318500,108.9605606472,350.0000000000,2017.3191897896,18.8000000000,103.1160808318,494.7502162049,2.9500000000,178.8625297356,41.5889583372,725.6000000000,52.2126680000,650.0000000000,52.6579118047,22.5000000000,1.8939131000,1.1701141123,0.0000000000,46.5300000000,8.7784961631,9871.2847852857,23.2182700442,100.0000000000,0.1056277700,156.0965962424,300.0000000000
63.0000000000,0.0000000000,1.0927861649,3.7832098219,88.8000000000,172.0000000000,58.8142857143,100.0000000000,3.1357471500,109.4647899271,350.0000000000,1806.7846599961,19.3714285714,65.0000000000,477.0911357204,2.9500000000,285.1394190174,84.7499029534,730.4000000000,48.5117590000,398.4835639153,40.0000000000,21.8142857143,1.8421754000,1.4967158594,-0.2000000000,46.5300000000,10.5984365895,11525.8394554276,16.3932123547,150.0000000000,0.1050698350,156.0965962424,550.0000000000
64.0000000000,110.0000000000,0.8921854643,4.8497456580,88.3000000000,182.0000000000,58.9000000000,143.8108507147,0.4509974792,108.4180640945,327.0513459006,1581.3851666647,19.8000000000,103.5762175174,269.7096801900,6.4729266695,251.9971108047,65.0689353313,729.5000000000,28.8525610479,576.3326463769,57.7824881705,21.3000000000,1.3216103435,1.5459540371,-0.1348632436,61.3000000000,7.0313566573,6116.9533052001,26.6345025304,100.8670052203,1.1934054965,197.6384942330,434.7947789287
65.0000000000,17.0000000000,0.8945886465,4.4521889804,88.7000000000,156.0000000000,58.3857142857,135.0147357353,0.4422057408,79.1690550100,325.1296032520,1590.3430948048,20.3142857143,66.9787373152,450.7941380310,5.9030779481,199.4471354158,33.6449257138,730.4714285714,27.1074610754,631.9913527645,48.9212291995,21.3000000000,0.6499958722,1.5088023543,-0.0001599956,62.2400000000,11.5167641234,16283.6392049052,20.3999798921,121.2748348366,2.0851661946,95.6620564757,419.0207245377
66.0000000000,7.0000000000,0.8367393742,4.3625320074,89.0000000000,137.0000000000,58.0000000000,139.2303210371,1.0610248626,139.9033725053,349.4409462578,1075.2471596938,20.7000000000,82.3863173650,462.2004680551,3.1384944399,257.0069829086,34.5843343967,731.2000000000,68.6160043570,589.1990205796,58.6219866270,21.3000000000,2.2096496927,0.9666582144,-0.1663609366,62.9450000000,13.2975493996,23026.9015991556,35.4534151465,105.4829266420,1.6195720467,52.9120873492,328.6022249274
67.0000000000,0.0000000000,0.9457159845,4.5125657623,88.5000000000,129.0000000000,58.0000000000,150.0000000000,3.1349146000,132.5456514516,350.0000000000,2075.9691825944,20.7000000000,108.3092350611,296.5303328781,5.7506828114,150.0000000000,36.4995971589,728.1500000000,50.0136965000,602.5071634478,50.5208575053,21.3000000000,1.8332942000,1.5898734492,-0.0628272805,63.7675000000,15.0000000000,10373.8733958739,25.1304242471,129.9024007993,0.1098151850,156.0965962424,550.0000000000
68.0000000000,0.0000000000,1.0396433442,4.2374814178,88.0000000000,139.0000000000,58.5000000000,100.0000000000,3.1337808000,141.6241727188,350.0000000000,2013.5177773508,21.2000000000,130.1628828880,261.1681723376,3.0540093674,297.1040799261,55.9918578360,725.1000000000,51.9558855000,356.1564040174,41.7350566306,20.3000000000,1.9476198000,1.6268649382,-0.2000000000,64.5900000000,14.0760403713,9729.6678291988,33.4710152850,150.0000000000,0.1096371250,156.0965962424,318.4234069940
69.0000000000,0.0000000000,1.2197130049,4.1782742808,88.7000000000,195.0000000000,57.3000000000,100.0000000000,3.1370224500,61.9861227914,250.0000000000,3192.6578252667,22.7000000000,138.0700517976,165.7604760805,3.8994950347,215.3352357371,58.4312086977,728.0500000000,53.8621525000,509.7683593467,41.1837223272,20.0000000000,1.7283505500,1.6460051087,-0.0157777689,64.5900000000,11.6326770381,13735.3447096754,31.5102791822,100.0000000000,0.1096014850,156.0965962424,550.0000000000
70.0000000000,0.0000000000,0.9671599842,4.0935487031,90.6000000000,201.0000000000,56.5000000000,150.0000000000,3.1328969000,138.9568931466,317.9565855502,2161.1533658840,20.4000000000,65.0000000000,254.8018115053,2.9500000000,237.0063736930,30.0000000000,731.0000000000,46.3570195000,406.8796466335,81.0326086570,23.1000000000,1.9087734000,1.6283008798,-0.1817008758,64.5900000000,11.9382950238,10673.2186922738,15.3641399318,113.8130772246,0.1089352400,156.0965962424,530.9981658871
71.0000000000,0.0000000000,0.9901760171,4.2309579307,90.8000000000,252.0000000000,57.6666666667,150.0000000000,3.1369812000,141.1991397149,250.0000000000,2250.4997391820,19.0666666667,65.0000000000,160.1969240825,2.9500000000,150.0000000000,86.0573822321,729.3333333333,44.5168835000,650.0000000000,40.0000000000,23.2666666667,1.8694084500,1.7559553625,-0.2000000000,63.2533333333,10.5182764969,11368.4547834472,33.3360759857,150.0000000000,0.1100889500,156.0965962424,300.0000000000
72.0000000000,0.0000000000,0.9426597130,4.6960512814,89.3000000000,183.0000000000,58.6888888889,150.0000000000,3.1240820000,86.9078400935,350.0000000000,1322.4857777073,16.0888888889,65.0000000000,120.5635191625,2.9500000000,160.4815622574,69.7363996487,728.0444444444,0.0000000000,607.9315375980,92.5387287048,25.2222222222,1.6874752500,0.9737554034,-0.0373461119,61.4711111111,9.7810328383,5762.5562651897,21.6686819537,138.0812684918,0.1113999100,156.0965962424,300.0000000000
73.0000000000,11.0000000000,0.8697167609,4.6747517664,88.3000000000,169.0000000000,59.2000000000,148.0686490115,1.9088414220,103.6288514675,335.2271303665,891.9552456667,14.6000000000,130.5503995920,124.7622812613,4.8835444805,218.5344307095,58.5360376177,727.4000000000,49.0916478729,570.7133605802,59.7862384781,26.2000000000,0.4047807293,1.7342902306,-0.1905871432,60.5800000000,7.9456074441,22679.8836790007,22.4249159290,116.2102875701,0.8133602605,144.0317937566,514.4774604838
74.0000000000,2.0000000000,0.9721686882,4.4750989145,88.4000000000,185.0000000000,59.9000000000,100.0000000000,3.1338107000,87.0092085774,350.0000000000,1829.7585078161,15.5000000000,104.9429803433,458.6961370647,5.0197665996,275.8023161579,33.9953842190,724.8000000000,0.0000000000,650.0000000000,47.3468138959,24.6000000000,1.9255964500,0.9936610180,-0.2000000000,62.2300000000,11.0110892639,15017.7268760902,34.7848086951,100.0000000000,0.1085220000,156.0965962424,550.0000000000
75.0000000000,0.0000000000,1.1023504637,4.1187581336,88.7000000000,120.0000000000,62.2000000000,100.0000000000,3.1349447000,92.8796637561,250.0000000000,2108.8951606769,14.7000000000,69.8943352655,399.1807272122,4.5389909586,237.9880462789,42.5251635855,722.2000000000,0.0000000000,550.6181283250,89.9108714003,23.1000000000,1.8239850500,1.7582726739,-0.1650353688,63.8800000000,14.9796413392,7434.1936605075,34.6300688745,100.0000000000,0.1086822600,156.0965962424,353.1639423818
76.0000000000,2.0000000000,1.0294117438,4.9023311833,90.1000000000,227.0000000000,57.9000000000,150.0000000000,3.1329047000,118.3083961711,350.0000000000,1936.8405757517,19.7000000000,150.0000000000,292.6520395588,7.0000000000,300.0000000000,37.6665131797,728.8000000000,48.8412415000,365.8048135967,40.0000000000,22.4000000000,1.8613411500,1.4728257498,-0.0366037138,63.8800000000,7.6792390175,7595.8176785428,35.3979410992,150.0000000000,0.1102187900,156.0965962424,550.0000000000
77.0000000000,0.0000000000,0.9532568528,4.0473481806,90.1000000000,257.3846153846,53.6000000000,150.0000000000,3.1319723500,132.9752465026,350.0000000000,1444.7852871036,24.7000000000,65.0000000000,500.0000000000,3.8774623559,189.8563580380,47.4038644795,735.4000000000,51.1199370000,382.2105479369,52.0574063820,21.7000000000,1.9196062500,1.4988157229,-0.1602328124,63.8800000000,11.2150785027,8322.3543448289,32.0775917608,150.0000000000,0.1131330600,156.0965962424,529.9353884833
78.0000000000,0.0000000000,1.0838101726,4.5979908474,89.9000000000,214.0000000000,53.4000000000,108.0649733350,3.1351117500,126.8935086761,350.0000000000,1567.6511482598,24.9500000000,103.1665823421,482.0767187122,3.1020970307,218.0340288673,69.1564445087,731.0000000000,51.8315420000,300.0000000000,85.4967794864,21.6500000000,1.9262403500,1.5415192760,-0.2000000000,62.2275000000,8.8201676214,7565.2113247302,15.1602898235,150.0000000000,0.1122887450,156.0965962424,550.0000000000
79.0000000000,32.0000000000,0.8227907266,4.9063506092,89.1000000000,241.0000000000,53.2000000000,144.0553847490,2.5788071677,103.4476019597,330.9303967281,2040.4766524822,25.2000000000,113.1526000292,124.3682231195,6.2420310044,248.0488507675,43.7012616489,726.6000000000,65.6090714656,545.3126267837,79.2575685245,21.6000000000,1.5639545088,1.3854928270,-0.1794568990,60.5750000000,11.5527936039,19341.1066932374,24.8059182082,117.9605610738,0.9557309315,185.7874911654,430.5107245347
80.0000000000,110.0000000000,0.8774304980,5.1538807299,88.0000000000,242.0000000000,54.4000000000,140.6950699279,2.1758532410,54.4174195428,332.2064970065,699.7773590137,23.7333333333,128.4449359681,232.2645768194,4.7330678555,165.4695362043,90.3188658918,728.1000000000,66.4042919291,602.8724012003,93.7236645770,21.8666666667,2.0539046934,1.5125635381,-0.1270702341,59.4733333333,5.7891505652,975.3363250381,36.2776889977,127.5267580802,0.5025181949,178.8429290929,492.3409659479
81.0000000000,0.0000000000,1.0651611255,4.7733207809,88.7000000000,243.0000000000,56.8000000000,100.0000000000,3.1339475000,128.6306693386,350.0000000000,1431.9761853097,20.8000000000,117.4742995101,100.0000000000,4.3219373904,150.0000000000,33.5066252236,727.6333333333,48.5238730000,351.6461205217,40.0000000000,22.4000000000,1.9030481500,1.6030202030,-0.2000000000,58.1911111111,14.8212544829,8425.3932181662,10.6211519993,150.0000000000,0.1122976450,156.0965962424,300.0000000000
82.0000000000,0.0000000000,0.9335756604,4.8489128900,89.3000000000,255.0000000000,56.4000000000,150.0000000000,3.1322837000,121.1700280996,350.0000000000,1162.3690498925,21.4000000000,130.6750211949,100.0000000000,4.9918471607,300.0000000000,68.7392084628,727.4000000000,55.1585070000,650.0000000000,75.6384750127,22.2000000000,1.8277172500,1.3517579181,-0.0220118481,57.5500000000,13.5457881377,7467.5987403229,22.2227619685,100.0000000000,0.1134231350,156.0965962424,550.0000000000
83.0000000000,0.0000000000,1.0764773161,3.9463400873,87.6000000000,249.0000000000,56.2000000000,150.0000000000,3.1160991000,130.2246013360,250.0000000000,1430.8405536108,22.0000000000,90.6977464633,209.0539945617,3.5041475858,300.0000000000,37.0677274313,723.7000000000,52.3613750000,511.9928461150,72.2027882757,21.8000000000,1.8325546000,1.5336527411,-0.2000000000,57.8300000000,13.0627946019,7250.3356536270,27.5972204210,120.0466177718,0.1127650700,156.0965962424,550.0000000000
84.0000000000,110.0000000000,0.9430719937,4.7030898558,86.9000000000,284.0000000000,55.3000000000,104.0953231416,2.5782869567,50.0079949380,327.6642178667,1325.9816088216,24.3000000000,95.4611967707,197.6174873019,6.1255197849,298.2421523619,44.2980453949,723.8000000000,30.0635534316,646.0046096065,52.2368673849,20.4000000000,1.1820928007,0.1918714350,-0.1262672629,58.1100000000,14.8589333406,4238.3207551593,39.2090190691,129.3838845644,0.3849011764,72.2448376272,331.7676363736
85.0000000000,0.0000000000,0.9418961981,4.5098387876,87.2000000000,189.0000000000,55.8000000000,150.0000000000,3.1125958000,49.1244858927,350.0000000000,2648.4136842892,24.2000000000,102.8978488274,100.0000000000,2.9500000000,183.2603756410,63.2504103111,724.6000000000,51.4534565000,585.9760998222,87.8999538926,20.0000000000,1.8023994500,1.5042134612,-0.2000000000,64.4450000000,13.2215110610,10191.5612019275,24.1423181225,150.0000000000,0.1128563150,156.0965962424,550.0000000000
86.0000000000,110.0000000000,0.9169563617,4.5386449255,90.6000000000,310.0000000000,52.9000000000,101.8703736506,1.1863604441,154.5853357335,316.0553355958,3553.7792201223,24.5000000000,65.1410912806,353.0102467123,4.1700846648,257.9936601126,36.6241362188,734.4000000000,8.9152087429,497.9798338501,81.3456638344,22.6000000000,1.7002767443,1.6524780873,-0.1549066334,70.5000000000,11.2047865280,3313.7771243342,17.9881981407,116.2595427973,0.0430285216,49.5010767284,401.2603868713
87.0000000000,110.0000000000,0.9100249550,4.8484222796,90.0000000000,269.0000000000,53.4500000000,133.0097735063,3.2753192967,77.2120985907,308.9125387017,1198.7308035343,24.2000000000,66.6701248264,181.8840276634,6.7476576635,152.4679182093,89.5781881177,729.4500000000,71.9926874104,471.2056310800,56.9139201948,21.8000000000,0.0063387710,0.1432188495,-0.1928577092,54.4725000000,5.2894291430,23500.1315366428,19.9186360862,126.7834823907,1.2021185951,189.1995089567,380.2797191423
88.0000000000,110.0000000000,0.8686456541,4.8715592818,90.5000000000,275.5384615385,54.0000000000,149.8033478092,0.1188814796,139.7260753005,318.1150984468,2057.5716612109,24.2000000000,132.5557158114,390.0723978934,4.3910243593,209.9529347470,58.4264782776,724.5000000000,58.9247335634,604.0675042682,74.1026730838,21.8000000000,0.6892072606,1.9684746590,-0.0108487951,38.4450000000,12.3156616764,14972.1833056296,14.4400955478,103.9969497194,1.5844727591,69.0237926637,488.2757597720
89.0000000000,110.0000000000,0.8986664593,4.8960083423,90.5000000000,255.0000000000,53.6250000000,136.8671885583,1.3292933084,146.5901292126,294.0556892059,1670.1713183334,24.2000000000,124.0743771004,227.9128140042,3.7826974414,231.6656220276,80.6977989677,726.7500000000,60.3034046233,617.2570138627,99.8197504601,21.8000000000,0.4352069772,0.3339919704,-0.1858277901,30.4312500000,11.7883804724,7092.5340063901,24.8119819783,103.1161298285,0.7689403076,8.1884253431,404.8541637725
90.0000000000,0.0000000000,0.9461449272,4.4429099051,90.1000000000,284.0000000000,53.2500000000,100.0000000000,0.0111185200,139.8836150691,350.0000000000,2051.6270772843,24.5000000000,81.5343555925,100.2542169959,3.8656838046,300.0000000000,59.5299128822,729.0000000000,52.4147705000,423.0814352952,40.0000000000,22.2500000000,1.8609005000,1.6080507189,-0.1719166833,22.4175000000,11.5378001173,11902.1470742360,29.9549934947,134.9233089112,0.1103553150,156.0965962424,300.0000000000
91.0000000000,110.0000000000,0.8830222593,4.3720334818,90.4000000000,248.0000000000,52.8750000000,141.3207906215,0.1228639856,25.8647916565,347.4895252890,3791.0289110892,24.6500000000,73.2117313177,266.0593545124,5.8159962898,286.8136666761,77.8376354858,731.2500000000,26.0562156003,634.5605909841,53.4621099153,22.4750000000,1.6581637067,1.3490731686,-0.1893901807,14.4037500000,5.1949672600,5691.4474782539,21.8186294728,114.4069357271,2.0191338223,181.4910093513,418.7695770129
92.0000000000,0.0000000000,0.9302744284,4.4379715045,91.6000000000,287.0000000000,52.5000000000,100.0000000000,0.0113822895,118.6888696160,350.0000000000,2555.2681747949,24.8000000000,65.0000000000,239.5628230989,6.2125794871,265.6657037109,40.9663398502,733.5000000000,48.3372290000,650.0000000000,56.4724115267,22.7000000000,1.9203882500,1.3334934110,-0.2000000000,6.3900000000,15.0000000000,12911.3226510489,18.1059868826,148.3888426578,0.1109125000,156.0965962424,300.0000000000
93.0000000000,3.0000000000,0.8560722556,4.9099432131,91.5000000000,279.0000000000,50.4500000000,150.0000000000,0.0115870600,133.1676134856,350.0000000000,2226.4286365953,26.3000000000,150.0000000000,455.7944058730,5.7750776703,298.7900921502,52.7800096642,728.2000000000,47.2411900000,645.2739017732,72.2567794033,23.2500000000,1.8074119000,1.3711705309,-0.1635939934,21.4550000000,12.9737297455,18622.9293353717,28.7931291954,100.0000000000,0.1108405350,156.0965962424,520.2038997073
94.0000000000,0.0000000000,0.8887050462,4.9841614757,91.5000000000,286.6923076923,48.4000000000,150.0000000000,0.0120756220,129.6315814280,350.0000000000,2379.6002627220,27.8000000000,111.1880801263,143.2288457078,5.3313054583,150.0000000000,37.8869335835,722.9000000000,47.5835710000,516.1306342975,64.3271388529,23.8000000000,1.7775697500,1.5373427344,-0.2000000000,36.5200000000,11.8858506865,13096.2337480106,23.9911173926,114.5680945743,0.1105044250,156.0965962424,550.0000000000
95.0000000000,110.0000000000,0.8716679487,5.3498423992,91.3000000000,286.6442307692,49.1000000000,136.4408577479,2.4846696120,14.0762664691,342.4835523797,553.7224262815,27.5000000000,111.6114518845,386.8487041269,4.0989926872,220.0820729460,52.4285964825,728.5000000000,13.9966342394,619.6501595139,77.8615059926,23.4000000000,1.0710186779,0.3762931654,-0.1338978582,51.5850000000,11.2520101441,12027.2150826126,14.6372782623,109.3556812101,1.9703795860,199.3461565497,346.4342365138
96.0000000000,69.0000000000,0.8308569341,4.9923748265,91.5000000000,286.5961538462,49.8000000000,142.7900227228,0.7686457668,142.7551068815,333.2492732918,1001.4178591137,27.2000000000,121.7383766404,142.3805621304,3.3138309133,162.9129214039,62.3240729857,734.1000000000,49.9380285499,635.6353964171,56.2317470284,23.0000000000,0.0269322198,0.7121976361,-0.1901909095,66.6500000000,8.4117618225,16943.4841548250,29.3185182945,136.8478836544,0.1924545211,140.0072768600,527.9313103510
97.0000000000,38.0000000000,0.8272382029,4.5776439832,91.3000000000,275.4423076923,48.4000000000,140.6571846445,2.2947641428,40.2390350314,292.9078047464,2245.7145557087,29.7000000000,75.1626032457,353.7919891420,6.2050148488,259.5623123046,42.3036498053,734.1000000000,68.5518932928,604.4904727265,46.2165334531,21.9000000000,0.4180204663,0.8402650601,-0.1535017022,66.6500000000,8.2297195385,18069.6651696988,34.8968402376,127.9664481352,1.3607071332,171.8247924171,372.4772340214
98.0000000000,110.0000000000,0.8822502977,5.1368944714,91.1000000000,263.6538461538,49.7000000000,144.1673296194,1.4673908592,45.4548028371,328.0102257598,1185.8979797021,27.5000000000,112.1180923388,277.7056900381,3.8482840442,261.6856490968,88.7201907903,730.2000000000,56.2070501368,589.6542817693,69.4193428834,22.8000000000,2.0310711613,0.5842965944,-0.1965297125,66.6500000000,10.2412775891,23405.9246612536,13.3153017538,115.9662239060,0.4153283035,47.7899555319,416.4059645638
99.0000000000,0.0000000000,0.8879963414,4.3410352011,91.0000000000,262.4038461538,50.0500000000,150.0000000000,0.0117306035,124.2431792008,350.0000000000,2450.7358913980,27.3000000000,65.3766762801,267.2885602724,2.9500000000,270.9878609331,74.4321322359,729.9000000000,45.9809495000,638.6355231137,40.0000000000,22.6500000000,1.7594403500,1.5589912246,-0.1582101366,60.3150000000,15.0000000000,12636.1452557142,36.6536110652,133.6979276398,0.1115171350,156.0965962424,385.1386863432
100.0000000000,0.0000000000,0.8930221396,4.5046828472,91.7000000000,259.3846153846,50.0000000000,150.0000000000,0.0122915005,115.5290841932,350.0000000000,2364.4890382767,27.3000000000,65.0000000000,310.0717503478,2.9500000000,298.0569620386,37.6133994870,733.5000000000,45.9232880000,650.0000000000,54.8400972214,22.7000000000,1.8890860500,1.5259293442,0.0000000000,53.9800000000,13.7713040603,13132.1085470420,28.0747651489,106.1224413931,0.1099234800,156.0965962424,550.0000000000
101.0000000000,110.0000000000,0.9376502205,5.8431090176,91.6000000000,259.0384615385,49.3000000000,142.9770469727,1.5368481592,91.4635097559,323.5613186751,590.1474023934,27.6000000000,137.9284404943,147.6232866938,4.2718083935,229.2614489483,35.3430971671,731.4000000000,41.2227258620,370.9093003265,54.6837399701,23.1000000000,1.8755409192,1.9350826419,-0.0416977441,53.9800000000,11.9924755904,2044.2705286913,16.7229367319,145.0755106428,0.2379141389,170.2155489024,547.9832492345
102.0000000000,3.0000000000,0.8341029233,4.9023129303,91.4000000000,258.6923076923,48.6000000000,141.1175343918,0.0123215565,124.3148082314,350.0000000000,2352.1804543520,27.9000000000,119.6942450029,194.6052835661,2.9500000000,173.1881216646,30.0000000000,729.3000000000,45.4631220000,631.9471863392,40.0000000000,23.5000000000,1.8320212000,1.4430198634,-0.1993887751,53.9800000000,5.0000000000,8652.6453644871,31.2760095644,100.0000000000,0.1080827750,156.0965962424,550.0000000000
103.0000000000,110.0000000000,0.9332786625,4.8087869180,91.2000000000,261.7692307692,48.4500000000,138.4002690162,3.2090161844,47.5192314572,343.7655027879,618.6333837624,28.4500000000,82.5271731407,257.2484823830,5.0006751012,234.9602750649,37.3624901683,730.7500000000,66.3961015102,334.4833492847,71.7726185472,23.1000000000,0.8799098524,1.6454857639,-0.0707073180,53.4175000000,12.7391121990,24487.4040293869,22.2278942984,123.7908747084,0.2223027794,164.1596980772,357.3355984974
104.0000000000,0.0000000000,0.9453822923,4.1833601983,91.2000000000,264.8461538462,48.3000000000,150.0000000000,0.0125107635,118.8769445590,350.0000000000,2625.0869763056,29.0000000000,69.8706058494,214.5725291432,3.7674636339,150.0000000000,44.9409131339,732.2000000000,49.4583080000,302.2663970710,40.0000000000,22.7000000000,1.9002892500,1.3344784647,-0.2000000000,52.8550000000,9.8411521732,11770.5527107976,24.6965520094,150.0000000000,0.1082630750,156.0965962424,550.0000000000
105.0000000000,3.0000000000,0.8540843999,5.0561443821,91.0000000000,260.9230769231,48.8000000000,138.7886383446,0.0123660725,142.4686964576,350.0000000000,1634.6677750487,28.6000000000,150.0000000000,321.7272195397,2.9500000000,150.0000000000,57.4268295245,729.5500000000,59.8953860000,650.0000000000,100.0000000000,22.6000000000,1.8928827000,1.6237581766,-0.2000000000,52.2925000000,15.0000000000,14847.9351966609,28.1123431935,140.2291065583,0.1058518350,156.0965962424,340.7097301148
106.0000000000,0.0000000000,0.9988460921,4.5779790388,91.2000000000,257.0000000000,49.3000000000,150.0000000000,0.0130282440,127.7684812990,250.0000000000,2340.6263476986,28.2000000000,65.0000000000,192.3404480995,2.9500000000,300.0000000000,37.2057089620,726.9000000000,49.9412615000,300.0000000000,46.6993501504,22.5000000000,1.9376978500,1.4146958718,-0.2000000000,51.7300000000,12.1813076506,10674.4134081674,19.1266379179,100.0000000000,0.1080649650,156.0965962424,300.0000000000
107.0000000000,0.0000000000,1.0429300565,4.9145080977,90.6000000000,263.0000000000,50.4000000000,150.0000000000,0.0129736890,126.4883850828,250.0000000000,2004.3171146456,27.2000000000,91.4612601680,221.6629242081,3.2629969038,190.9046788244,75.2326805925,729.3500000000,46.2823570000,650.0000000000,73.6513227020,22.4000000000,1.8006280500,1.2220365111,-0.1101551202,52.2825000000,11.5395758856,12143.7848486655,22.7966509725,100.0000000000,0.1063222150,156.0965962424,300.0000000000
108.0000000000,1.0000000000,0.8523482747,4.6855577758,91.2000000000,269.0000000000,51.5000000000,150.0000000000,0.0140821320,119.2406980006,350.0000000000,3094.8520004427,26.2000000000,65.0000000000,229.8125758856,6.1930650879,300.0000000000,37.3316469417,731.8000000000,47.1602565000,650.0000000000,88.4773242444,22.3000000000,1.8029892000,1.5642219184,-0.2000000000,52.8350000000,15.0000000000,14271.4593464630,10.9804852854,100.0000000000,0.1047508150,156.0965962424,504.7280996063
109.0000000000,4.0000000000,0.8823444684,4.6338792263,90.5000000000,250.5000000000,51.5000000000,150.0000000000,0.0138973765,101.1182348366,350.0000000000,1483.7061972146,26.2000000000,97.6728728204,396.9142051313,7.0000000000,300.0000000000,51.1404198102,728.9000000000,48.4883330000,551.9311190678,40.0000000000,22.3000000000,1.7385357500,1.5290437548,-0.2000000000,53.3875000000,10.1672854290,13642.0920688919,37.2279419137,150.0000000000,0.1052686900,156.0965962424,488.9630976830
