RON,Liu,BaoHeTing,S-ZORB.TE_5002.DACA,S-ZORB.PT_7107B.DACA,S-ZORB.FT_5201.PV,S-ZORB.SIS_TE_2802,S-ZORB.FC_5001.DACA,XiTing,S-ZORB.TE_3112.DACA,S-ZORB.TE_2608.DACA,S-ZORB.CAL.SPEED.PV,S-ZORB.TC_3102.DACA,S-ZORB.TE_5201.DACA,MiDu,S-ZORB.FT_1003.PV,S-ZORB.FT_9002.DACA,S-ZORB.LC_2601.DACA,FangTing,S-ZORB.PT_1501.PV,S-ZORB.PC_2401B.DACA,S-ZORB.PC_6001.PV,Xiu,S-ZORB.FC_1203.PV,S-ZORB.FC_5103.DACA,S-ZORB.PDC_2702.DACA,S-ZORB.TE_5006.DACA,S-ZORB.PT_7503B.DACA,S-ZORB.TE_1106.DACA.PV,S-ZORB.TXE_3201A.DACA
89.0000000000,239.0000000000,59.9428571429,126.4892950000,3.1351538500,107.7936600000,276.6193600000,1753.1457000000,18.1142857143,81.3086245000,276.1747750000,3.5384176000,234.3269300000,56.9168100000,726.7142857143,51.8026480000,464.2240750000,69.1664070000,21.9428571429,1.8698149500,1.2874797550,-0.1512834350,51.9257142857,10.9655575000,11460.0605000000,28.4911000000,137.7872800000,0.1050601900,156.0965962424,421.3471200000
89.1000000000,239.0000000000,58.7000000000,127.4390750000,3.1352318500,113.1751400000,276.4957300000,1591.7107500000,18.8000000000,79.5595475000,451.5553700000,3.5643636500,213.7175300000,57.4762610000,725.6000000000,52.2126680000,487.8060450000,67.9700095000,22.5000000000,1.8939131000,1.1802253100,-0.1512838550,46.5300000000,11.3503365000,9521.5483000000,29.0052640000,137.5740700000,0.1056277700,156.0965962424,416.4871550000
88.8000000000,172.0000000000,58.8142857143,126.5827650000,3.1357471500,113.6815350000,270.0015350000,1795.7922000000,19.3714285714,79.3370400000,380.6692950000,4.0012615500,205.4697800000,58.6471075000,730.4000000000,48.5117590000,545.3498950000,66.7901740000,21.8142857143,1.8421754000,1.5221611165,-0.1512841500,46.5300000000,10.6068281000,11216.5020000000,24.6970695000,137.7435700000,0.1050698350,156.0965962424,426.9813150000
88.3000000000,182.0000000000,58.9000000000,126.0589050000,3.1332376000,123.0483950000,269.2307600000,1775.7252000000,19.8000000000,78.6045535000,460.8084200000,3.9819200500,200.6391100000,57.3836635000,729.5000000000,48.9631060000,596.5919450000,66.9473490000,21.3000000000,1.7540147500,1.5807009160,-0.1512832200,61.3000000000,10.9669350000,9569.3163000000,24.9656220000,137.5907550000,0.1042774650,156.0965962424,433.4509450000
88.7000000000,156.0000000000,58.3857142857,123.9720500000,3.1363959500,133.6753000000,282.3321150000,1810.3138000000,20.3142857143,80.1317265000,430.4537650000,3.9993043500,204.6032750000,52.7817090000,730.4714285714,51.0103690000,532.4014850000,67.5733380000,21.3000000000,1.9628582500,1.6968743755,-0.1512839150,62.2400000000,10.4160864500,10936.6525000000,25.9001035000,136.7534250000,0.1100125300,156.0965962424,431.7460550000
89.0000000000,137.0000000000,58.0000000000,122.6319300000,3.1213685500,133.9359850000,267.5132200000,2236.9414000000,20.7000000000,75.4749470000,405.2039450000,4.0664687000,178.4405300000,50.4077785000,731.2000000000,49.5421945000,538.3703300000,66.4490290000,21.3000000000,1.8767031000,1.4527244000,-0.1512839900,62.9450000000,10.7175455000,11977.9095000000,25.5460070000,138.4011700000,0.1072060400,156.0965962424,433.5744050000
88.5000000000,129.0000000000,58.0000000000,123.3189800000,3.1349146000,134.1902200000,275.5647050000,2041.3052500000,20.7000000000,76.3001765000,276.1090150000,4.0196622500,186.7327000000,51.7022175000,728.1500000000,50.0136965000,529.1752200000,66.7554215000,21.3000000000,1.8332942000,1.5473628690,-0.1512836150,63.7675000000,10.8803040000,10188.1712000000,26.6953370000,137.4366750000,0.1098151850,156.0965962424,425.2621000000
88.0000000000,139.0000000000,58.5000000000,123.5479000000,3.1337808000,146.3534000000,272.5717400000,1993.6598000000,21.2000000000,79.2738810000,194.9481700000,3.9813359500,192.3858550000,54.6353715000,725.1000000000,51.9558855000,537.6591450000,68.5249130000,20.3000000000,1.9476198000,1.6332588095,-0.1512861700,64.5900000000,10.7639755500,9496.6982500000,26.1852685000,138.3583050000,0.1096371250,156.0965962424,408.8054250000
88.7000000000,195.0000000000,57.3000000000,111.0822550000,3.1370224500,59.5541640000,268.7912200000,3375.4712000000,22.7000000000,77.0944985000,202.7413150000,4.0461895000,185.8035800000,55.4040740000,728.0500000000,53.8621525000,511.0193550000,66.0808805000,20.0000000000,1.7283505500,1.6395480815,-0.1512857100,64.5900000000,7.3079641500,13172.5885000000,25.2695725000,139.5301600000,0.1096014850,156.0965962424,401.0368000000
90.6000000000,201.0000000000,56.5000000000,122.2018000000,3.1328969000,130.6562550000,277.9105650000,2187.6414000000,20.4000000000,79.6794805000,207.4247050000,4.0177706000,205.1448550000,52.5956410000,731.0000000000,46.3570195000,509.5682050000,67.6572380000,23.1000000000,1.9087734000,1.6140502650,-0.1512810700,64.5900000000,10.6245348500,11036.0680000000,24.9462635000,137.8268250000,0.1089352400,156.0965962424,407.2510750000
90.8000000000,252.0000000000,57.6666666667,121.8247600000,3.1369812000,132.4063150000,281.2026850000,2238.6459000000,19.0666666667,78.6762715000,210.2882700000,4.0971727500,211.2395550000,59.5585740000,729.3333333333,44.5168835000,514.2607800000,63.9775285000,23.2666666667,1.8694084500,1.7663662450,-0.0993299942,63.2533333333,10.6647100000,11011.0545000000,27.3749890000,137.8655300000,0.1100889500,156.0965962424,410.5994150000
89.3000000000,183.0000000000,58.6888888889,122.3917350000,3.1240820000,87.8456730000,269.6779450000,1779.8985500000,16.0888888889,78.9240905000,214.3217550000,3.3161977000,188.3495250000,74.8412110000,728.0444444444,0.0000000000,411.5154300000,67.4806300000,25.2222222222,1.6874752500,0.9694707375,-0.1526980400,61.4711111111,12.4293665000,6370.8075500000,31.4320265000,136.5412450000,0.1113999100,156.0965962424,396.7508950000
88.3000000000,169.0000000000,59.2000000000,123.0388700000,3.1277130500,87.8444675000,275.3891950000,1860.3745000000,14.6000000000,81.9395030000,233.3022800000,3.6219707500,205.1970900000,63.2032520000,727.4000000000,0.0000000000,431.1434200000,67.8143950000,26.2000000000,1.9477422500,0.6326407700,-0.1526952900,60.5800000000,12.0730705000,7118.5476500000,29.6426625000,137.3651900000,0.1105511500,156.0965962424,392.2468400000
88.4000000000,185.0000000000,59.9000000000,123.9951600000,3.1338107000,86.6836195000,286.7292400000,2333.5279500000,15.5000000000,79.7225100000,333.4930550000,3.6590436000,195.8479200000,62.8882725000,724.8000000000,0.0000000000,338.8517950000,67.8216290000,24.6000000000,1.9255964500,1.0635364770,-0.1526952100,62.2300000000,11.8745765000,15166.5070000000,30.2849025000,138.4991850000,0.1085220000,156.0965962424,398.2134450000
88.7000000000,120.0000000000,62.2000000000,122.1625750000,3.1349447000,87.4027480000,272.6007300000,2079.4228000000,14.7000000000,79.6028185000,445.1720200000,4.1426198000,200.7104650000,65.1920400000,722.2000000000,0.0000000000,488.4736350000,67.4690930000,23.1000000000,1.8239850500,1.7221518650,-0.1519016700,63.8800000000,11.3912655000,7428.3053500000,27.2455270000,137.2425650000,0.1086822600,156.0965962424,412.5011050000
90.1000000000,227.0000000000,57.9000000000,125.1773350000,3.1329047000,130.0072450000,275.1007400000,1934.2685500000,19.7000000000,81.7356760000,440.7815800000,4.0916286000,228.8781800000,59.6888765000,728.8000000000,48.8412415000,463.5822550000,69.1566710000,22.4000000000,1.8613411500,1.4871686845,-0.1527038450,63.8800000000,11.8056755000,7871.2781000000,26.6690775000,138.4955150000,0.1102187900,156.0965962424,424.0412900000
90.1000000000,257.3846153846,53.6000000000,127.7625700000,3.1319723500,130.4304750000,286.6865050000,1632.1622000000,24.7000000000,82.4962490000,459.0719500000,4.0504060000,231.7984250000,52.1535275000,735.4000000000,51.1199370000,408.5551800000,69.1374760000,21.7000000000,1.9196062500,1.5340661595,-0.1526743450,63.8800000000,12.5161580000,8717.6108500000,26.1500780000,137.3391300000,0.1131330600,156.0965962424,431.7446050000
89.9000000000,214.0000000000,53.4000000000,126.9663450000,3.1351117500,127.0594900000,285.6791900000,1712.2275000000,24.9500000000,82.9316200000,427.8430850000,3.9602559000,232.4273950000,57.9257715000,731.0000000000,51.8315420000,448.0065300000,69.5529345000,21.6500000000,1.9262403500,1.4927732400,-0.1526974550,62.2275000000,12.5511720000,7803.4425500000,23.4735500000,137.4501250000,0.1122887450,156.0965962424,426.6490250000
89.1000000000,241.0000000000,53.2000000000,126.4800800000,3.1303073500,127.8874450000,282.6068450000,1749.7563000000,25.2000000000,82.2838700000,130.2897700000,4.0407311500,221.4775450000,62.6889805000,726.6000000000,46.7027570000,464.2704850000,69.0427255000,21.6000000000,1.7900925500,1.5390283450,-0.1521865050,60.5750000000,12.6548690000,6861.4252500000,26.3862060000,137.6511750000,0.1121039950,156.0965962424,425.8721000000
88.0000000000,242.0000000000,54.4000000000,125.6977200000,3.1367031000,127.8639950000,277.6831500000,1904.9266500000,23.7333333333,82.2586780000,135.9923450000,4.0491477500,216.6342900000,57.8720465000,728.1000000000,46.9218100000,432.0188250000,68.8108505000,21.8666666667,1.9064292500,1.6097683530,-0.1177755330,59.4733333333,12.1369695000,8650.7905500000,19.1783380000,137.9208000000,0.1126048250,156.0965962424,422.7492900000
88.7000000000,243.0000000000,56.8000000000,126.3299700000,3.1339475000,129.2368800000,275.5189350000,1772.8075000000,20.8000000000,82.7776975000,139.9247550000,4.0401365000,222.3239450000,53.5906730000,727.6333333333,48.5238730000,400.2724950000,68.7131510000,22.4000000000,1.9030481500,1.5938429350,-0.1191977520,58.1911111111,12.0901240000,8350.7248000000,20.2100605000,137.4544200000,0.1122976450,156.0965962424,426.7217600000
89.3000000000,255.0000000000,56.4000000000,126.6706300000,3.1322837000,128.1171000000,284.6047000000,1651.4146500000,21.4000000000,81.6453955000,145.9718700000,4.0573484000,219.6242550000,52.8761620000,727.4000000000,55.1585070000,460.9310250000,69.2580610000,22.2000000000,1.8277172500,1.3343793950,-0.1467060150,57.5500000000,12.1882330000,6789.4687000000,27.9795900000,137.1403500000,0.1134231350,156.0965962424,429.3367150000
87.6000000000,249.0000000000,56.2000000000,126.4842450000,3.1160991000,131.9042400000,281.5903550000,1626.0090500000,22.0000000000,81.9293755000,150.2488150000,4.0284002500,224.1211700000,50.5515510000,723.7000000000,52.3613750000,450.4040700000,68.4344490000,21.8000000000,1.8325546000,1.4914294525,-0.1527020900,57.8300000000,12.1904775000,6838.8953500000,27.0470635000,136.6961250000,0.1127650700,156.0965962424,435.9900000000
86.9000000000,284.0000000000,55.3000000000,124.7465600000,3.1160367500,142.0297750000,271.8879650000,1764.1259000000,24.3000000000,79.4708345000,155.9513900000,4.0633709500,204.9116500000,50.7286800000,723.8000000000,50.0543670000,429.3561700000,67.8577550000,20.4000000000,1.7059369500,1.5040102600,-0.1526956000,58.1100000000,11.7058885000,7948.4439000000,26.6872290000,136.6614550000,0.1132999750,156.0965962424,424.8057150000
87.2000000000,189.0000000000,55.8000000000,114.1583400000,3.1125958000,55.6873215000,266.9551300000,2771.2359000000,24.2000000000,79.8103780000,170.2078350000,4.0434006000,217.3815700000,56.4736045000,724.6000000000,51.4534565000,388.3037300000,67.1256100000,20.0000000000,1.8023994500,1.5298443300,-0.1527014400,64.4450000000,8.3891315500,9976.3957000000,26.1527230000,137.4941100000,0.1128563150,156.0965962424,442.6054600000
90.6000000000,310.0000000000,52.9000000000,125.0585550000,3.1180712500,127.9959600000,285.5799800000,2197.1063000000,24.5000000000,82.6478820000,180.1873600000,4.1302731000,244.3225000000,58.9162445000,734.4000000000,48.3261275000,417.0099100000,69.5504145000,22.6000000000,1.8316809000,1.5866651990,-0.1515185400,70.5000000000,12.1138685000,11889.7345000000,27.9523695000,138.6238000000,0.1103271300,156.0965962424,423.3407100000
90.0000000000,269.0000000000,53.4500000000,125.0476250000,3.1154235500,127.5694200000,284.0216900000,1978.5431500000,24.2000000000,81.3716660000,185.8899400000,4.0981099500,230.9541750000,51.8520485000,729.4500000000,48.7068295000,436.6080500000,67.6603695000,21.8000000000,1.8055833500,1.5098842895,-0.1490090000,54.4725000000,11.8485690000,9931.8490000000,26.6436535000,137.8195000000,0.1097491500,156.0965962424,426.4652050000
90.5000000000,275.5384615385,54.0000000000,124.5333100000,0.0109560360,124.2710050000,281.9475000000,2179.3645000000,24.2000000000,80.5591385000,190.1668850000,4.0974941000,229.3855700000,53.4763200000,724.5000000000,48.8554565000,397.8198900000,68.1869760000,21.8000000000,1.7287859000,1.5842826010,-0.1526903050,38.4450000000,12.0876680000,11110.5500000000,27.4682170000,138.7300950000,0.1115445800,156.0965962424,421.0007850000
90.5000000000,255.0000000000,53.6250000000,124.7259750000,0.0107535123,135.7703600000,284.4459700000,2069.6629500000,24.2000000000,82.2518065000,191.5152950000,4.1352084000,231.3002350000,53.4999850000,726.7500000000,53.7297370000,397.3619700000,68.3294070000,21.8000000000,1.8631023000,1.4901980500,-0.1474942150,30.4312500000,11.8509355000,10180.5857000000,28.4535080000,138.2753000000,0.1116195150,156.0965962424,426.0706950000
90.1000000000,284.0000000000,53.2500000000,126.4770650000,0.0111185200,135.4875500000,283.3318100000,2040.2874000000,24.5000000000,81.6394915000,194.3012650000,4.0531816000,231.8030950000,54.6171975000,729.0000000000,52.4147705000,367.7932500000,67.4771785000,22.2500000000,1.8609005000,1.5647834350,-0.1526953500,22.4175000000,12.3463215000,11894.3447000000,24.6479735000,138.5176250000,0.1103553150,156.0965962424,425.6749650000
90.4000000000,248.0000000000,52.8750000000,124.4469450000,0.0112164615,124.9711950000,281.3431100000,2220.0332500000,24.6500000000,80.9478665000,195.8694700000,4.0844473000,228.9526600000,51.9563315000,731.2500000000,47.8020515000,398.4086200000,68.2719145000,22.4750000000,1.8372614500,1.5142630500,-0.1508583350,14.4037500000,11.8527065000,11890.0680000000,25.5524240000,138.8797350000,0.1108991400,156.0965962424,423.4739950000
91.6000000000,287.0000000000,52.5000000000,124.9665850000,0.0113822895,126.7117350000,282.3015900000,2228.8012000000,24.8000000000,81.6969850000,200.1464150000,4.0249057000,233.8329500000,51.5304285000,733.5000000000,48.3372290000,400.5823100000,67.5002135000,22.7000000000,1.9203882500,1.3027904630,-0.1491413950,6.3900000000,12.2141905000,12475.1505000000,23.4743825000,138.5371400000,0.1109125000,156.0965962424,417.9623050000
91.5000000000,279.0000000000,50.4500000000,124.8559750000,0.0115870600,123.7185800000,288.1929150000,2483.0369500000,26.3000000000,80.9329200000,205.8489900000,4.2089754000,226.6659950000,51.4678375000,728.2000000000,47.2411900000,372.4073250000,67.5868045000,23.2500000000,1.8074119000,1.4189793700,-0.1527055200,21.4550000000,12.1761875000,16840.8845000000,27.5927365000,138.4523600000,0.1108405350,156.0965962424,425.0147750000
91.5000000000,286.6923076923,48.4000000000,123.6723250000,0.0120756220,125.1510400000,280.8012750000,2379.3854500000,27.8000000000,81.2693305000,210.1259200000,4.2259705500,230.0055650000,49.0689680000,722.9000000000,47.5835710000,392.4996550000,67.6492460000,23.8000000000,1.7775697500,1.5797179150,-0.1524602050,36.5200000000,11.9415110000,12808.1435000000,26.9041135000,138.5924950000,0.1105044250,156.0965962424,426.2449200000
91.3000000000,286.6442307692,49.1000000000,124.3694300000,0.0120355195,124.1388950000,282.6877200000,2385.5555000000,27.5000000000,78.8722620000,215.8285100000,4.1412283000,212.3704850000,47.2958110000,728.5000000000,48.5812285000,394.5667650000,67.4349145000,23.4000000000,1.8004254500,1.5957646515,-0.1527009450,51.5850000000,11.9944205000,13472.9890000000,27.3446325000,138.8352500000,0.1098092450,156.0965962424,406.2093850000
91.5000000000,286.5961538462,49.8000000000,124.1619300000,0.0118418945,122.4085500000,286.4026200000,1916.6618000000,27.2000000000,81.1297530000,218.3233900000,4.1521721500,232.2798500000,48.4071820000,734.1000000000,47.6424685000,356.4689000000,67.4676665000,23.0000000000,1.9210113500,1.5239982600,-0.1526905550,66.6500000000,11.8234680000,4562.8133500000,26.2942960000,138.6704800000,0.1089382350,156.0965962424,423.1756100000
91.3000000000,275.4423076923,48.4000000000,121.8630000000,0.0117228110,125.5634600000,271.1981100000,2176.1403000000,29.7000000000,75.2482715000,220.1054300000,4.1417379000,213.6528550000,45.1065260000,734.1000000000,48.1438690000,434.3401200000,67.8250405000,21.9000000000,1.8229955000,1.5578105800,-0.1526980550,66.6500000000,11.1140080000,9074.4794000000,28.1767310000,137.3347700000,0.1114429600,156.0965962424,392.5133050000
91.1000000000,263.6538461538,49.7000000000,123.0311190476,0.0116435929,125.0852047619,275.9201238095,2314.1026190476,27.5000000000,80.7139523810,227.0822047619,4.1558098095,228.7290809524,56.1091719048,730.2000000000,47.8982195238,361.6676190476,67.9232190476,22.8000000000,1.8501241429,1.5441801267,-0.1527028762,66.6500000000,12.0754004762,12901.5771428571,27.0259242857,137.4720142857,0.1113021048,156.0965962424,419.3202047619
91.0000000000,262.4038461538,50.0500000000,123.2648200000,0.0117306035,124.5886800000,272.5488500000,2556.0351000000,27.3000000000,80.7440390000,235.7875500000,4.1476031500,226.2043000000,58.3798095000,729.9000000000,45.9809495000,398.8925550000,68.0763325000,22.6500000000,1.7594403500,1.5988095260,-0.1526970150,60.3150000000,11.7153545000,12967.3655000000,27.2374665000,139.6927900000,0.1115171350,156.0965962424,424.6600900000
91.7000000000,259.3846153846,50.0000000000,125.0604950000,0.0122915005,124.4748400000,284.4902300000,2295.9779000000,27.3000000000,81.9986845000,239.9991450000,4.1583622500,234.8047100000,56.4476215000,733.5000000000,45.9232880000,377.1987250000,67.5278835000,22.7000000000,1.8890860500,1.5298766700,-0.1526967750,53.9800000000,12.0589040000,12895.0040000000,26.0970255000,139.1326850000,0.1099234800,156.0965962424,426.2981000000
91.6000000000,259.0384615385,49.3000000000,123.2360850000,0.0118941935,120.5633150000,271.6391900000,2078.5650000000,27.6000000000,80.8257650000,245.7670550000,4.1282711500,231.2484550000,54.8099790000,731.4000000000,46.9716645000,437.0651250000,68.0260540000,23.1000000000,1.9576722000,1.3200886300,-0.1527002050,53.9800000000,11.2905345000,7641.3173500000,26.6272135000,138.3639600000,0.1081503000,156.0965962424,417.0821550000
91.4000000000,258.6923076923,48.6000000000,123.0133700000,0.0123215565,124.3690850000,272.3549950000,2216.3105500000,27.9000000000,82.0960785000,250.0440100000,4.1050347500,233.8558800000,56.5603085000,729.3000000000,45.4631220000,428.1221400000,68.0839190000,23.5000000000,1.8320212000,1.3749754740,-0.1526978450,53.9800000000,11.3307175000,7268.2432000000,26.4534045000,139.6728050000,0.1080827750,156.0965962424,448.6569650000
91.2000000000,261.7692307692,48.4500000000,124.7143400000,0.0118330005,128.0322450000,282.0879050000,2205.7071000000,28.4500000000,81.3899835000,255.7465850000,4.0955062000,236.7152800000,54.7597570000,730.7500000000,48.9935015000,402.5344700000,67.8135775000,23.1000000000,1.8524963000,1.5957367600,-0.1526967200,53.4175000000,10.9626762000,10909.3510000000,26.9391970000,139.5878400000,0.1108598100,156.0965962424,449.7942200000
91.2000000000,264.8461538462,48.3000000000,123.8961100000,0.0125107635,123.7174650000,287.6556800000,2374.4984500000,29.0000000000,81.7661700000,260.0235350000,4.0983311500,240.1320150000,50.1025390000,732.2000000000,49.4583080000,412.9318450000,67.7929755000,22.7000000000,1.9002892500,1.2923895900,-0.1498852000,52.8550000000,11.2389110000,12357.5315000000,26.6490095000,139.2704650000,0.1082630750,156.0965962424,451.9749250000
91.0000000000,260.9230769231,48.8000000000,125.4078300000,0.0123660725,133.6599250000,290.3708700000,2229.0682000000,28.6000000000,80.9284605000,265.7261200000,4.1117177000,234.3160200000,43.4372280000,729.5500000000,59.8953860000,372.1363900000,67.8757065000,22.6000000000,1.8928827000,1.5458498300,-0.1436002350,52.2925000000,11.4580515000,13871.4150000000,26.9070370000,138.1055450000,0.1058518350,156.0965962424,446.5369950000
91.2000000000,257.0000000000,49.3000000000,124.4505600000,0.0130282440,124.9720100000,286.6483500000,2115.8699500000,28.2000000000,81.6421415000,270.0030400000,4.1045847000,237.6635250000,57.7746245000,726.9000000000,49.9412615000,425.8258850000,67.5660130000,22.5000000000,1.9376978500,1.4057839900,-0.0916124620,51.7300000000,11.7627290000,10307.6469500000,26.6535865000,137.6396250000,0.1080649650,156.0965962424,449.1126700000
90.6000000000,263.0000000000,50.4000000000,122.9462850000,0.0129736890,123.8653800000,274.5711400000,2455.0138000000,27.2000000000,79.8200255000,275.7056350000,4.0892843500,237.5212500000,59.6724635000,729.3500000000,46.2823570000,399.9636400000,66.7461670000,22.4000000000,1.8006280500,1.2361832995,-0.1512140200,52.2825000000,11.2190083000,12610.7100000000,26.1621275000,138.7145650000,0.1063222150,156.0965962424,441.0028250000
91.2000000000,269.0000000000,51.5000000000,123.7755750000,0.0140821320,123.4668750000,276.2255650000,2492.7942500000,26.2000000000,80.9644990000,279.9825800000,4.0516087000,240.1943250000,55.5876950000,731.8000000000,47.1602565000,435.3806550000,67.9539865000,22.3000000000,1.8029892000,1.5730589430,-0.1526978300,52.8350000000,11.8831060000,13989.9465000000,26.1885635000,138.0578900000,0.1047508150,156.0965962424,449.0146550000
90.5000000000,250.5000000000,51.5000000000,123.8472350000,0.0138973765,122.1685500000,282.2970000000,2438.0116500000,26.2000000000,81.4755635000,285.6851550000,4.2588129500,236.2499600000,60.4264595000,728.9000000000,48.4883330000,404.4656850000,66.9000040000,22.3000000000,1.7385357500,1.5252373760,-0.1526966050,53.3875000000,11.2707495000,13159.1630000000,26.9971060000,138.5635200000,0.1052686900,156.0965962424,437.3351900000
90.4000000000,232.0000000000,51.5000000000,123.3680200000,0.0138105755,123.3000800000,273.6355400000,2371.9022500000,26.2000000000,80.1316050000,289.9620700000,4.2300352000,220.6665400000,56.1382050000,726.0000000000,46.3625945000,415.4045600000,66.6353770000,22.3000000000,1.8010945500,1.4775247830,-0.1527004300,53.9400000000,11.0820830000,11272.1485000000,28.0749580000,138.6789650000,0.1032677000,156.0965962424,431.0250050000
90.9000000000,300.8571428571,51.6000000000,125.0143800000,0.0163318085,141.5521950000,287.5976825000,2065.5030250000,24.6000000000,81.2496230000,446.0286000000,4.2030211250,243.1088050000,52.2843682500,731.7000000000,51.4553087500,398.0449250000,66.8156375000,23.8000000000,1.8836047750,1.4545970812,-0.1520022500,51.7300000000,12.2086987500,16658.8890000000,27.2887612500,133.8802550000,0.0989267150,156.0965962424,402.3002675000
90.5000000000,300.8571428571,51.6000000000,123.2808461538,0.0141881446,127.4106410256,291.2040923077,2063.6736410256,24.6000000000,79.8219297436,446.0286000000,4.2107775128,235.6889410256,47.5283694872,731.7000000000,48.9385464103,357.0831564103,67.2716041026,23.8000000000,1.9594087179,1.3628867421,-0.0554649269,51.7300000000,11.8621684615,17355.5320512821,27.7093287179,133.5353307692,0.1060765077,156.0965962424,397.2832461538
91.3000000000,300.8571428571,51.6000000000,123.2315575000,0.0155205178,127.9731950000,287.1939800000,2086.6446500000,24.6000000000,79.4300340000,446.0286000000,4.2392499750,231.7681600000,55.9807985000,731.7000000000,51.0313895000,383.1127875000,67.4657452500,23.8000000000,1.8992376000,1.4164388172,-0.1526995275,51.7300000000,11.6749562500,17360.0690000000,26.9769397500,133.3081225000,0.0988009550,156.0965962424,408.0775275000
91.0000000000,241.2857142857,54.8000000000,123.2104650000,0.0161854550,143.9831250000,284.2651075000,1934.8903750000,21.0000000000,77.7629822500,446.0286000000,4.2348977000,229.9620225000,57.1084535000,728.5000000000,51.4885187500,434.4106300000,67.0368877500,24.2000000000,1.8907759500,1.5114334525,-0.0791023967,52.8300000000,11.5794187500,14424.8390000000,26.2454895000,133.3704325000,0.0927286860,156.0965962424,391.3020625000
91.0000000000,240.2857142857,55.4000000000,120.8224650000,0.0166200517,121.4996225000,288.5943275000,1582.3097750000,21.2000000000,80.1159967500,446.0286000000,4.2283142250,236.4883275000,58.7624617500,730.3000000000,50.6068940000,405.6473550000,66.3999210000,23.4000000000,1.7899193000,1.5087403175,-0.1522805900,53.4000000000,10.4729498000,3768.0200500000,25.3301225000,133.7466400000,0.0937258345,156.0965962424,374.7277950000
91.1000000000,240.2857142857,55.4000000000,121.6303150000,0.0166376808,125.9216550000,284.1994900000,1792.1808250000,21.2000000000,79.3983352500,446.0286000000,4.2069734250,235.9490425000,53.8607607500,730.3000000000,50.7389120000,419.1914800000,67.7808377500,23.4000000000,1.9105635250,1.5350475100,-0.1527043775,53.4000000000,11.1683030000,9845.9087750000,27.3643965000,133.9447425000,0.0921628455,156.0965962424,387.5534100000
90.6000000000,240.2857142857,55.4000000000,121.3828625000,0.0179833442,140.9597575000,281.1301900000,1797.4179500000,21.2000000000,79.5626802500,446.0286000000,4.2291222250,232.0745275000,52.9065220000,730.3000000000,51.4375415000,481.4954925000,68.4461970000,23.4000000000,1.7982997250,1.3911351150,-0.1526995700,53.4000000000,11.2444927500,8489.8120500000,28.1812702500,133.6391550000,0.0861062817,156.0965962424,377.8935550000
90.8000000000,240.2857142857,55.4000000000,122.2321175000,0.0182370882,134.5597200000,301.4087325000,1855.9564500000,21.2000000000,80.1995272500,446.0286000000,4.2144563500,237.4754825000,59.3390122500,730.3000000000,49.2171497500,422.8764750000,68.2468967500,23.4000000000,1.8524491500,1.3302183625,-0.1486485275,53.4000000000,11.3157272500,8489.2559500000,27.6848815000,134.3926900000,0.0928759513,156.0965962424,446.5863425000
91.4000000000,214.1428571429,54.3000000000,122.1404700000,0.0192965507,135.4497675000,293.9232375000,1830.8817750000,21.9000000000,79.6594700000,446.0286000000,4.3356034250,237.7975350000,68.7351362500,727.7000000000,49.9086622500,454.2163200000,66.0241862500,23.8000000000,1.8792443000,1.2301562250,-0.1517366925,53.9700000000,11.7121187500,7067.9294000000,24.2583110000,133.9246425000,0.0923336082,156.0965962424,426.8283400000
90.6000000000,214.1428571429,54.3000000000,121.8336350000,0.0198485607,125.8747625000,288.0891200000,1843.1463500000,21.9000000000,79.1120645000,446.0286000000,4.3439571750,237.2736050000,67.5463355000,727.7000000000,51.9301982500,440.1315650000,67.5347272500,23.8000000000,1.9958429000,1.3862915775,-0.1527000050,53.9700000000,11.2763444250,8967.9205500000,25.7121230000,134.1073275000,0.0917189307,156.0965962424,422.5287650000
90.3000000000,214.1428571429,54.3000000000,120.4083650000,0.0227125605,127.3129300000,280.1457700000,1836.2873500000,21.9000000000,79.3683810000,446.0286000000,4.3842145000,242.6092825000,67.7886632500,727.7000000000,51.9587452500,497.0829700000,67.1448985000,23.8000000000,1.7577189000,1.4316783300,-0.1527027050,53.9700000000,10.7785479750,6000.1317750000,25.7826495000,133.6808375000,0.0845793930,156.0965962424,418.1596475000
90.8000000000,259.7142857143,55.1000000000,121.7560775000,0.0251291877,143.8241950000,289.5154125000,1805.3815000000,24.3000000000,78.8305565000,446.0286000000,4.3828679750,239.9878050000,66.6837382500,722.4000000000,51.8827072500,463.7268900000,67.1775757500,20.6000000000,1.7274829000,1.3259569763,-0.1472452175,53.4200000000,11.2037612000,8689.7831250000,25.3355775000,133.3771075000,0.0875689792,156.0965962424,424.4395825000
90.1000000000,259.7142857143,55.1000000000,121.6755075000,0.0395950150,138.1352450000,290.3182250000,1879.5445500000,24.3000000000,79.4142417500,446.0286000000,4.3923978000,242.8302975000,65.7643502500,722.4000000000,51.7352315000,456.3150800000,67.8529882500,20.6000000000,1.8323283000,1.4143333525,-0.1450939500,53.4200000000,11.2600333000,9416.5437750000,26.4226255000,133.2632450000,0.0868867780,156.0965962424,420.4768950000
