Liu,RON,BaoHeTing,XiTing,FangTing,Xiu,MiDu,JiaoTan,S,JiaoTan_2,S_2,S-ZORB.FT_1003.PV,S-ZORB.FC_1101.PV,S-ZORB.PC_6001.PV,S-ZORB.PT_6002.PV,S-ZORB.PC_1301.PV,S-ZORB.FC_1203.PV,S-ZORB.PT_1501.PV,S-ZORB.FT_5201.PV,S-ZORB.TE_1103.DACA,S-ZORB.FT_9002.DACA,S-ZORB.PC_9002.DACA,S-ZORB.PC_3301.DACA,S-ZORB.TE_1501.DACA,S-ZORB.LT_2901.DACA,S-ZORB.ZT_2533.DACA,S-ZORB.FT_2433.DACA,S-ZORB.TE_2401.DACA,S-ZORB.SIS_TE_2802,S-ZORB.TE_5002.DACA,S-ZORB.TE_5006.DACA,S-ZORB.TE_5003.DACA,S-ZORB.TE_5201.DACA,S-ZORB.TE_5101.DACA,S-ZORB.PDT_2704.DACA,S-ZORB.PDC_2702.DACA,S-ZORB.TE_6001.DACA,S-ZORB.FC_5103.DACA,S-ZORB.PC_2401B.DACA,S-ZORB.FT_3701.DACA,S-ZORB.LC_2601.DACA,S-ZORB.TE_2608.DACA,S-ZORB.TE_2603.DACA,S-ZORB.TE_2003.DACA,S-ZORB.PC_2401B.PIDA.OP,S-ZORB.PC_2401.PIDA.OP,S-ZORB.PC_2401.PIDA.SP,S-ZORB.PDT_3002.DACA,S-ZORB.PT_2901.DACA,S-ZORB.PT_7503B.DACA,S-ZORB.PT_7107B.DACA,S-ZORB.PT_1604.DACA,S-ZORB.TE_1605.DACA,S-ZORB.TE_1604.DACA,S-ZORB.TXE_3201A.DACA,S-ZORB.TE_3112.DACA,S-ZORB.FC_5001.DACA,S-ZORB.TC_3102.DACA,S-ZORB.AT-0001.DACA.PV,S-ZORB.AT-0009.DACA.PV,S-ZORB.AT-0010.DACA.PV,S-ZORB.AT-0013.DACA.PV,S-ZORB.TE_2104.DACA.PV,S-ZORB.PT_2106.DACA.PV,S-ZORB.FT_5102.DACA.PV,S-ZORB.TE_1103.DACA.PV,S-ZORB.TE_1104.DACA.PV,S-ZORB.TE_1102.DACA.PV,S-ZORB.TE_1106.DACA.PV,S-ZORB.TE_1107.DACA.PV,S-ZORB.TE_1101.DACA.PV,S-ZORB.CAL.SPEED.PV,S-ZORB.CAL.LEVEL.PV,S-ZORB.CAL_1.CANGLIANG.PV,S-ZORB.FT_1006.DACA.PV,S-ZORB.FT_5204.DACA.PV,S-ZORB.FT_1503.DACA.PV,S-ZORB.FT_1504.DACA.PV
241.0000000000,89.4000000000,62.2000000000,16.3000000000,21.5000000000,58.0200000000,725.5000000000,1.6400000000,8.6600000000,0.6500000000,5.6000000000,47.6436670000,134.9162500000,-0.1388084365,-0.2792148900,3.1233732500,12.9620720000,1.8199013500,81.9686755000,363.9134300000,571.7883700000,0.3802334900,0.3498516950,22.2265440000,-0.0098809729,94.7823730000,3.9003521000,298.7751100000,279.0293150000,125.6134350000,129.6735950000,70.9176820000,59.0285750000,45.0667255000,45.9386465000,28.6309045000,397.5197350000,5775.5096000000,1.6297863330,29.6806500000,68.5610775000,261.7250950000,416.6193850000,415.5726950000,28.9315748224,45.7576121599,1.0466267638,15.4925425000,553.1163550000,0.0082577666,3.1380919000,0.1353316000,413.7332600000,415.8692000000,430.2226200000,79.6493460000,967.3389750000,219.0296200000,7.1434448000,0.4563714850,0.5482325450,0.4609888600,425.7433869848,5.6181371591,69.3827875000,366.9968179091,361.2954834242,421.9342100000,156.0965962424,118.6395946803,136.3000223636,4.0385622000,78.1950005000,2.0524968500,5269.9470000000,184.0167100000,1901.6491500000,2411.6402500000
244.0000000000,88.7000000000,62.8857142857,16.0714285714,21.0428571429,58.6485714286,727.0428571429,1.5700000000,8.5800000000,0.6100000000,5.6700000000,47.5062415000,130.0070700000,-0.1196234610,-0.2570699500,3.1219860000,12.7837555000,1.8545073500,109.1533100000,365.4036000000,597.6313750000,0.3798498100,0.3497344400,22.3742235000,-0.0058021775,94.7432745000,4.6497541500,261.0478700000,274.6749150000,125.7648000000,132.4245650000,67.2564380000,57.5614405000,29.0707760000,42.6270575000,32.1624880000,372.2342250000,11262.6005000000,1.1396215955,30.4473700000,70.1663695000,231.0927100000,424.1584800000,418.2518450000,28.9315748224,45.7576121599,1.0466267638,15.4299105000,542.7554750000,0.0073889773,3.1386519000,0.1438819900,413.6983450000,415.4810800000,425.8202500000,81.0063250000,1310.3649000000,234.9881600000,7.1431103000,0.4642148500,0.5450618050,0.3977944800,425.7433869848,5.6181371591,65.5350695000,366.9968179091,361.2954834242,424.3772800000,156.0965962424,118.6395946803,136.3000223636,3.8516987000,80.5267545000,2.2760551000,10090.8725000000,170.4194350000,2230.5852500000,2255.3465500000
263.0000000000,89.4000000000,63.4000000000,15.9000000000,20.7000000000,59.1200000000,728.2000000000,1.7800000000,8.3100000000,0.6900000000,5.8400000000,47.1155480000,119.9539500000,-0.1512808000,-0.4336275850,3.1222164500,12.8939790000,1.9804358500,109.2629005000,367.3718100000,512.3193600000,0.3798262500,0.3504117900,22.3141390000,-0.0040595486,94.7450150000,4.5386023500,259.9129650000,271.2210000000,127.5326750000,134.9110050000,75.6763090000,56.0330340000,31.8997760000,44.1988000000,31.8154850000,349.6814250000,12700.0740000000,1.2182072415,30.7176770000,69.9922625000,261.4548400000,424.7908500000,419.7923750000,28.9315748224,45.7576121599,1.0466267638,15.4724880000,549.1804250000,0.0070291390,3.1390300500,0.1427124550,413.6072400000,415.5229200000,422.8808950000,80.7300550000,1479.7604000000,230.5926200000,7.1546632000,0.4583926100,0.5484550600,0.4453942150,425.7433869848,5.6181371591,70.0715135000,366.9968179091,361.2954834242,425.3650050000,156.0965962424,118.6395946803,136.3000223636,3.5471568000,79.4105000000,2.2520822500,10082.8535500000,160.2214600000,2014.6304000000,2552.0366500000
225.0000000000,89.2000000000,62.3714285714,16.6428571429,20.9857142857,59.1200000000,728.2000000000,2.4500000000,9.1600000000,1.0600000000,5.6300000000,48.9906055000,120.1572850000,-0.1512843250,-0.4352712850,3.1187629000,12.6965870000,1.9421251500,107.5903550000,367.9847300000,492.0718300000,0.3800750450,0.3499388950,22.3414265000,-0.0059689836,96.8142780000,4.5726671000,269.3264250000,280.4242950000,126.2282600000,134.2404100000,75.0289870000,58.8762400000,28.8473980000,48.6767605000,28.8840520000,349.7921500000,8711.1007500000,1.3109646985,22.2737675000,71.4238350000,265.4572800000,436.6289950000,420.7258550000,28.9315748224,45.7576121599,1.0466267638,16.4865145000,551.6826000000,0.0094522616,3.1340523000,0.1429133950,413.4819750000,415.7353950000,414.8652600000,82.6167860000,1317.6124000000,250.6622000000,7.1416275000,0.4687768550,0.5345664500,0.3982769400,425.7433869848,5.6181371591,67.9643990000,366.9968179091,361.2954834242,425.4735850000,156.0965962424,118.6395946803,136.3000223636,3.5431416000,79.2426940000,2.2196339500,6038.7931000000,146.6241850000,1636.4655500000,2647.9543500000
245.0000000000,89.7000000000,61.6000000000,17.2000000000,21.2000000000,59.1200000000,728.2000000000,2.5500000000,9.3500000000,0.7500000000,6.0600000000,50.7141545000,120.1177900000,-0.1512803650,-0.3826252950,3.1192615000,12.6001465000,1.9642938000,111.6600000000,366.6397450000,499.1226900000,0.3798900850,0.3498698950,22.4434170000,42.2459980000,96.7822480000,4.5451893000,250.7588250000,269.5131250000,125.9749900000,137.9682200000,76.3425880000,52.1972585000,31.2185350000,46.6749085000,29.2507410000,355.0151850000,9693.6498500000,1.2699456450,22.0623120000,69.9837860000,269.8974350000,426.9787450000,420.2861100000,28.9315748224,45.7576121599,1.0466267638,17.2095520000,548.4792250000,0.0082139839,3.1341543500,0.1438813900,413.7584100000,415.7957900000,426.6454150000,80.5948170000,1742.1338000000,236.7257450000,7.1410155000,0.4529411800,0.5555570700,0.4108307050,425.7433869848,5.6181371591,70.6355635000,366.9968179091,361.2954834242,424.8933950000,156.0965962424,118.6395946803,136.3000223636,3.5223740500,79.5017490000,2.2347587500,6337.1394000000,136.4262350000,1852.7869500000,2709.2180500000
239.0000000000,89.0000000000,59.9428571429,18.1142857143,21.9428571429,51.9257142857,726.7142857143,2.6800000000,9.6200000000,0.9300000000,6.5100000000,51.8026480000,120.0977750000,-0.1512834350,-0.3802640200,3.1220875500,10.9655575000,1.8698149500,107.7936600000,366.4524000000,464.2240750000,0.3787576500,0.3497537350,22.2774835000,41.4472185000,96.9361640000,4.6100787000,262.8530950000,276.6193600000,126.4892950000,137.7872800000,74.6838860000,56.9168100000,38.0874250000,43.2991685000,28.4911000000,355.3153300000,11460.0605000000,1.2874797550,23.0171235000,69.1664070000,276.1747750000,424.6036100000,419.8936500000,28.9315748224,45.7576121599,1.0466267638,17.7440555000,566.5743500000,0.1050601900,3.1351538500,0.1454787800,413.6101300000,415.4139050000,421.3471200000,81.3086245000,1753.1457000000,234.3269300000,7.1532908500,0.4528854800,0.5508658350,0.4115719750,425.7433869848,5.6181371591,67.1182545000,366.9968179091,361.2954834242,424.5963450000,156.0965962424,118.6395946803,136.3000223636,3.5384176000,78.6984275000,2.2249980000,6280.3462000000,170.5710150000,1754.3003500000,2697.5352500000
239.0000000000,89.1000000000,58.7000000000,18.8000000000,22.5000000000,46.5300000000,725.6000000000,1.7100000000,9.0500000000,0.9700000000,6.4700000000,52.2126680000,120.0253850000,-0.1512838550,-0.3885996250,3.1210577000,11.3503365000,1.8939131000,113.1751400000,367.2220500000,487.8060450000,0.3802240150,0.3500932500,22.4243825000,38.8324780000,96.9303400000,4.6912942500,265.2130800000,276.4957300000,127.4390750000,137.5740700000,76.6208175000,57.4762610000,30.3632940000,48.2483875000,29.0052640000,352.4943600000,9521.5483000000,1.1802253100,21.5646315000,67.9700095000,451.5553700000,404.9986050000,420.1637900000,28.9315748224,45.7576121599,1.0466267638,17.6046565000,554.3581650000,0.1056277700,3.1352318500,0.1544550550,413.8016900000,415.9438400000,416.4871550000,79.5595475000,1591.7107500000,213.7175300000,7.1364168500,0.4662549500,0.5414643100,0.4225493400,425.7433869848,5.6181371591,67.5713675000,366.9968179091,361.2954834242,424.7772450000,156.0965962424,118.6395946803,136.3000223636,3.5643636500,78.7727255000,2.2454213500,6344.1889500000,166.9059750000,1747.2198500000,2615.1988000000
172.0000000000,88.8000000000,58.8142857143,19.3714285714,21.8142857143,46.5300000000,730.4000000000,1.6400000000,8.4000000000,0.7100000000,5.4200000000,48.5117590000,134.9726400000,-0.1512841500,-0.4106621100,3.1219126500,10.6068281000,1.8421754000,113.6815350000,364.4787100000,545.3498950000,0.3800010250,0.3501709950,22.3755595000,37.5931635000,86.0201025000,4.4526000000,296.0947700000,270.0015350000,126.5827650000,137.7435700000,76.4797375000,58.6471075000,38.1511050000,36.9413975000,24.6970695000,390.4120900000,11216.5020000000,1.5221611165,23.5384465000,66.7901740000,380.6692950000,401.1878250000,416.5011550000,28.9315748224,45.7576121599,1.0466267638,14.5177540000,551.8524900000,0.1050698350,3.1357471500,0.1686082300,413.9201650000,415.7313750000,426.9813150000,79.3370400000,1795.7922000000,205.4697800000,7.1427030500,0.4672376100,0.5492151600,0.3985920050,425.7433869848,5.6181371591,67.9124215000,366.9968179091,361.2954834242,424.1375200000,156.0965962424,118.6395946803,136.3000223636,4.0012615500,79.5534470000,2.0137913000,6247.4563000000,0.0000000000,1972.8438500000,2431.9387000000
182.0000000000,88.3000000000,58.9000000000,19.8000000000,21.3000000000,61.3000000000,729.5000000000,2.7700000000,9.7800000000,1.3500000000,7.1400000000,48.9631060000,134.9070400000,-0.1512832200,-0.3980877850,3.1191882000,10.9669350000,1.7540147500,123.0483950000,362.3661100000,596.5919450000,0.3797097600,0.3501442850,22.2485455000,37.3298930000,74.1038270000,4.4022617000,292.0432800000,269.2307600000,126.0589050000,137.5907550000,76.0125825000,57.3836635000,28.4644500000,39.2781205000,24.9656220000,392.8620650000,9569.3163000000,1.5807009160,47.4841615000,66.9473490000,460.8084200000,400.1669400000,415.1866900000,28.9315748224,45.7576121599,1.0466267638,11.1318555000,549.9012900000,0.1042774650,3.1332376000,0.1776705700,413.5082500000,415.2219100000,433.4509450000,78.6045535000,1775.7252000000,200.6391100000,7.1348222000,0.4636401700,0.5472498300,0.3986106850,425.7433869848,5.6181371591,67.1915965000,366.9968179091,361.2954834242,422.3015900000,156.0965962424,118.6395946803,136.3000223636,3.9819200500,79.9910230000,2.0250536000,6328.5237000000,0.0000000000,1780.9646500000,2683.5793000000
156.0000000000,88.7000000000,58.3857142857,20.3142857143,21.3000000000,62.2400000000,730.4714285714,2.1000000000,9.4600000000,1.3200000000,7.1000000000,51.0103690000,135.1469800000,-0.1512839150,-0.3356735950,3.1218881000,10.4160864500,1.9628582500,133.6753000000,362.5593550000,532.4014850000,0.3798479600,0.3501207100,21.8828800000,36.9303660000,96.0680335000,4.2020003000,291.4801800000,282.3321150000,123.9720500000,136.7534250000,74.1596165000,52.7817090000,41.5227710000,47.9618940000,25.9001035000,395.4748850000,10936.6525000000,1.6968743755,42.3633875000,67.5733380000,430.4537650000,402.1927650000,415.1373900000,28.9315748224,45.7576121599,1.0466267638,12.3737170000,556.8034150000,0.1100125300,3.1363959500,0.1785450150,413.3481700000,415.4971100000,431.7460550000,80.1317265000,1810.3138000000,204.6032750000,7.1514362500,0.4691844150,0.5455067650,0.3995006950,425.7433869848,5.6181371591,66.0483270000,366.9968179091,361.2954834242,421.1213850000,156.0965962424,118.6395946803,136.3000223636,3.9993043500,79.3382915000,2.0188971000,6320.8929500000,0.0000000000,1812.4885850000,2594.8229000000
137.0000000000,89.0000000000,58.0000000000,20.7000000000,21.3000000000,62.9450000000,731.2000000000,3.5200000000,10.6200000000,1.5700000000,7.4700000000,49.5421945000,135.8681150000,-0.1512839900,-0.4071479400,3.1088820000,10.7175455000,1.8767031000,133.9359850000,365.1551700000,538.3703300000,0.3786009600,0.3495422300,22.1790985000,36.5278040000,96.0122960000,5.7062963000,286.2676850000,267.5132200000,122.6319300000,138.4011700000,74.9302585000,50.4077785000,31.5996995000,49.4491850000,25.5460070000,384.7319450000,11977.9095000000,1.4527244000,41.5303635000,66.4490290000,405.2039450000,386.8465150000,416.1421150000,28.9315748224,45.7576121599,1.0466267638,12.0755970000,545.0100500000,0.1072060400,3.1213685500,0.1780245000,413.0710750000,415.1978200000,433.5744050000,75.4749470000,2236.9414000000,178.4405300000,7.1554963500,0.4657626550,0.5245817800,0.4011081650,425.7433869848,5.6181371591,66.9697255000,366.9968179091,361.2954834242,424.8382250000,156.0965962424,118.6395946803,136.3000223636,4.0664687000,79.6438735000,2.0321208500,6391.7367500000,0.0000000000,1706.9684500000,2535.1245500000
129.0000000000,88.5000000000,58.0000000000,20.7000000000,21.3000000000,63.7675000000,728.1500000000,5.5533333333,8.0600000000,3.1166666667,5.4666666667,50.0136965000,134.9825550000,-0.1512836150,-0.3559318850,3.1210263500,10.8803040000,1.8332942000,134.1902200000,364.2666600000,529.1752200000,0.3803857950,0.3502242300,22.0059060000,36.5287600000,96.0373190000,4.3519772500,286.5405050000,275.5647050000,123.3189800000,137.4366750000,76.6415135000,51.7022175000,31.9169295000,43.9555955000,26.6953370000,390.0859550000,10188.1712000000,1.5473628690,44.0220390000,66.7554215000,276.1090150000,389.5816200000,416.1726100000,28.9315748224,45.7576121599,1.0466267638,12.3074245000,544.5790600000,0.1098151850,3.1349146000,0.1835596900,413.4941000000,415.7013350000,425.2621000000,76.3001765000,2041.3052500000,186.7327000000,7.1378632500,0.4621011300,0.5452840000,0.3998162950,425.7433869848,5.6181371591,64.9445885000,366.9968179091,361.2954834242,422.9356400000,156.0965962424,118.6395946803,136.3000223636,4.0196622500,79.4776875000,2.0906141500,6353.1020000000,0.0000000000,2082.6238500000,2645.4131500000
139.0000000000,88.0000000000,58.5000000000,21.2000000000,20.3000000000,64.5900000000,725.1000000000,2.5200000000,9.8200000000,1.2300000000,6.6200000000,51.9558855000,134.9897000000,-0.1512861700,-0.3840081550,3.1212580000,10.7639755500,1.9476198000,146.3534000000,365.0256550000,537.6591450000,0.3796637300,0.3502980800,22.0394450000,36.0994985000,96.0440200000,4.4211374500,288.0156300000,272.5717400000,123.5479000000,138.3583050000,74.6608905000,54.6353715000,28.3444175000,46.4697885000,26.1852685000,387.7344600000,9496.6982500000,1.6332588095,42.5940815000,68.5249130000,194.9481700000,415.1581350000,416.5804200000,28.9315748224,45.7576121599,1.0466267638,12.1705530000,549.1765150000,0.1096371250,3.1337808000,0.1565246300,413.1330200000,415.3326850000,408.8054250000,79.2738810000,1993.6598000000,192.3858550000,7.1415347500,0.4696853050,0.5353824550,0.4010582750,425.7433869848,5.6181371591,65.3573670000,366.9968179091,361.2954834242,424.0395100000,156.0965962424,118.6395946803,136.3000223636,3.9813359500,79.7936655000,2.1053057000,6341.0332000000,0.0000000000,2082.4964000000,2767.8037500000
195.0000000000,88.7000000000,57.3000000000,22.7000000000,20.0000000000,64.5900000000,728.0500000000,2.6600000000,9.9200000000,1.1600000000,6.3000000000,53.8621525000,134.8952950000,-0.1512857100,-0.3338431750,3.1240723500,7.3079641500,1.7283505500,59.5541640000,360.9930950000,511.0193550000,0.3798264550,0.3499014250,22.0077250000,35.6838945000,94.2144570000,4.2188274500,297.5696150000,268.7912200000,111.0822550000,139.5301600000,74.7238690000,55.4040740000,37.5375095000,46.2330355000,25.2695725000,398.5372300000,13172.5885000000,1.6395480815,43.8153860000,66.0808805000,202.7413150000,384.2980750000,415.2718300000,28.9315748224,45.7576121599,1.0466267638,12.4588480000,547.3859500000,0.1096014850,3.1370224500,0.1548261650,411.4861300000,413.7338600000,401.0368000000,77.0944985000,3375.4712000000,185.8035800000,7.1480431500,0.4576505450,0.5354564650,0.3984069650,425.7433869848,5.6181371591,67.1462075000,366.9968179091,361.2954834242,422.5784800000,156.0965962424,118.6395946803,136.3000223636,4.0461895000,79.7323800000,2.0455911000,6355.1420500000,9.1398565500,2170.9024500000,2703.8193500000
201.0000000000,90.6000000000,56.5000000000,20.4000000000,23.1000000000,64.5900000000,731.0000000000,2.8700000000,9.9600000000,1.2800000000,6.5200000000,46.3570195000,134.8611250000,-0.1512810700,-0.3629334600,3.1187764500,10.6245348500,1.9087734000,130.6562550000,366.7859600000,509.5682050000,0.3804548250,0.3499524400,22.1125700000,35.3505310000,95.5437130000,4.5122287000,284.8260700000,277.9105650000,122.2018000000,137.8268250000,75.0323960000,52.5956410000,31.6968320000,45.7086315000,24.9462635000,388.4880800000,11036.0680000000,1.6140502650,15.7952200000,67.6572380000,207.4247050000,404.5155600000,419.4629100000,28.9315748224,45.7576121599,1.0466267638,16.5350080000,557.5613850000,0.1089352400,3.1328969000,0.1621927650,414.5326450000,416.5388650000,407.2510750000,79.6794805000,2187.6414000000,205.1448550000,7.1419982500,0.4626755650,0.5392764050,0.4417600300,425.7433869848,5.6181371591,67.0509625000,366.9968179091,361.2954834242,426.5142800000,156.0965962424,118.6395946803,136.3000223636,4.0177706000,79.8746340000,2.0156462000,6724.2105500000,0.0000000000,1980.3957500000,2746.1021000000
252.0000000000,90.8000000000,57.6666666667,19.0666666667,23.2666666667,63.2533333333,729.3333333333,2.8600000000,9.8200000000,1.4600000000,6.8600000000,44.5168835000,134.8910750000,-0.0993299942,-0.2321400700,3.1225951000,10.6647100000,1.8694084500,132.4063150000,363.1738150000,514.2607800000,0.3790863900,0.3485745700,21.9926810000,34.7922525000,40.3331485000,3.5148233000,287.0691850000,281.2026850000,121.8247600000,137.8655300000,74.9953100000,59.5585740000,30.7323165000,47.7188235000,27.3749890000,390.5368950000,11011.0545000000,1.7663662450,31.0267405000,63.9775285000,210.2882700000,375.4560050000,416.3076050000,28.9315748224,45.7576121599,1.0466267638,12.4265594000,548.6285050000,0.1100889500,3.1369812000,0.1426108400,412.5509150000,414.4799200000,410.5994150000,78.6762715000,2238.6459000000,211.2395550000,7.1423690000,0.4577993600,0.5355678750,0.3972385500,425.7433869848,5.6181371591,65.5712845000,366.9968179091,361.2954834242,422.6490350000,156.0965962424,118.6395946803,136.3000223636,4.0971727500,79.1793905000,2.0719136500,6785.4186000000,0.0000000000,1865.7168500000,2780.7066500000
183.0000000000,89.3000000000,58.6888888889,16.0888888889,25.2222222222,61.4711111111,728.0444444444,3.1300000000,9.5600000000,1.4600000000,7.1300000000,0.0000000000,109.9528650000,-0.1526980400,-0.4181400400,3.1117030000,12.4293665000,1.6874752500,87.8456730000,366.8330100000,411.5154300000,0.3833435950,0.3501199600,22.0669550000,26.7747495000,95.0979615000,4.7517645000,236.4256300000,269.6779450000,122.3917350000,136.5412450000,71.1301570000,74.8412110000,29.2827135000,39.4005590000,31.4320265000,331.9696100000,6370.8075500000,0.9694707375,50.0850050000,67.4806300000,214.3217550000,405.0210800000,420.7024850000,28.9315748224,45.7576121599,1.0466267638,11.0977205000,545.8871000000,0.1113999100,3.1240820000,0.1435648150,413.7406050000,416.2627600000,396.7508950000,78.9240905000,1779.8985500000,188.3495250000,7.1501570500,0.4459131000,0.5397581850,0.3982771950,425.7433869848,5.6181371591,63.8327915000,366.9968179091,361.2954834242,423.2874200000,156.0965962424,118.6395946803,136.3000223636,3.3161977000,77.6205975000,2.2899586500,5041.4311000000,159.0719050000,1524.4643000000,2636.9287500000
169.0000000000,88.3000000000,59.2000000000,14.6000000000,26.2000000000,60.5800000000,727.4000000000,2.7600000000,9.2500000000,1.4200000000,6.6700000000,0.0000000000,119.9609850000,-0.1526952900,-0.4087271850,3.1155867500,12.0730705000,1.9477422500,87.8444675000,367.0997900000,431.1434200000,0.3816896450,0.3499901050,21.6409455000,23.5564795000,95.5952070000,4.6967067500,239.5095200000,275.3891950000,123.0388700000,137.3651900000,73.7664500000,63.2032520000,31.9224555000,38.8187640000,29.6426625000,360.2038000000,7118.5476500000,0.6326407700,49.9078690000,67.8143950000,233.3022800000,405.5502350000,419.8610550000,28.9315748224,45.7576121599,1.0466267638,10.9597475000,518.3183000000,0.1105511500,3.1277130500,0.1366954000,414.3108250000,416.7979450000,392.2468400000,81.9395030000,1860.3745000000,205.1970900000,7.1485252500,0.4650125700,0.5389241150,0.4233654300,425.7433869848,5.6181371591,64.0727820000,366.9968179091,361.2954834242,423.6999550000,156.0965962424,118.6395946803,136.3000223636,3.6219707500,78.6695475000,2.1872828500,5162.7117500000,264.6297750000,1445.9852500000,2537.4217500000
185.0000000000,88.4000000000,59.9000000000,15.5000000000,24.6000000000,62.2300000000,724.8000000000,2.5200000000,8.8600000000,1.6700000000,7.1000000000,0.0000000000,119.9951300000,-0.1526952100,-0.5061043350,3.1207635500,11.8745765000,1.9255964500,86.6836195000,368.9582100000,338.8517950000,0.3839771550,0.3497982900,21.4379690000,22.0537280000,101.2236100000,4.5185273300,273.5587800000,286.7292400000,123.9951600000,138.4991850000,70.4780095000,62.8882725000,48.1166570000,37.7119865000,30.2849025000,349.3953650000,15166.5070000000,1.0635364770,27.6111650000,67.8216290000,333.4930550000,399.7864800000,420.8018750000,28.9315748224,45.7576121599,1.0466267638,12.5706610000,548.0448800000,0.1085220000,3.1338107000,0.1379089900,413.9626600000,416.6756850000,398.2134450000,79.7225100000,2333.5279500000,195.8479200000,6.2467140000,0.4515315300,0.5454883650,0.4080491200,425.7433869848,5.6181371591,64.8995910000,366.9968179091,361.2954834242,426.1168600000,156.0965962424,118.6395946803,136.3000223636,3.6590436000,78.6489755000,2.2482785000,5200.9613500000,437.3342450000,2173.8164500000,2743.0446000000
120.0000000000,88.7000000000,62.2000000000,14.7000000000,23.1000000000,63.8800000000,722.2000000000,2.5300000000,9.2800000000,1.7200000000,7.3000000000,0.0000000000,134.9929150000,-0.1519016700,-0.3459433450,3.1208896000,11.3912655000,1.8239850500,87.4027480000,368.3927100000,488.4736350000,0.3818555150,0.3497376050,21.7446240000,21.4306035000,101.0425900000,4.3665782500,304.1311600000,272.6007300000,122.1625750000,137.2425650000,72.2052505000,65.1920400000,28.8923295000,46.2688285000,27.2455270000,380.1577950000,7428.3053500000,1.7221518650,48.0679525000,67.4690930000,445.1720200000,397.8781600000,419.1816500000,28.9315748224,45.7576121599,1.0466267638,9.9522175500,566.1672850000,0.1086822600,3.1349447000,0.1375498950,414.3710150000,416.4544350000,412.5011050000,79.6028185000,2079.4228000000,200.7104650000,7.1442235000,0.4584111250,0.5417982250,0.4878941300,425.7433869848,5.6181371591,65.0427970000,366.9968179091,361.2954834242,427.8877000000,156.0965962424,118.6395946803,136.3000223636,4.1426198000,79.9316005000,2.0489105000,5274.3382000000,510.9315500000,2869.7677500000,2670.9493500000
227.0000000000,90.1000000000,57.9000000000,19.7000000000,22.4000000000,63.8800000000,728.8000000000,2.4000000000,9.3700000000,1.9300000000,7.2300000000,48.8412415000,135.0961550000,-0.1527038450,-0.3922456400,3.1186628500,11.8056755000,1.8613411500,130.0072450000,369.2277800000,463.5822550000,0.3841684300,0.3501635700,21.7748795000,18.6523690000,95.2225395000,4.8233861000,298.0843850000,275.1007400000,125.1773350000,138.4955150000,73.4825075000,59.6888765000,33.4630355000,44.4733020000,26.6690775000,381.9584950000,7871.2781000000,1.4871686845,30.1618865000,69.1566710000,440.7815800000,422.5496050000,419.4730350000,28.9315748224,45.7576121599,1.0466267638,12.1490640000,561.9759600000,0.1102187900,3.1329047000,0.1395055500,414.3912600000,416.6225250000,424.0412900000,81.7356760000,1934.2685500000,228.8781800000,7.1461334500,0.4595608800,0.5477502600,0.4199533050,425.7433869848,5.6181371591,65.8892945000,366.9968179091,361.2954834242,428.1624250000,156.0965962424,118.6395946803,136.3000223636,4.0916286000,79.7435300000,1.9947783000,6085.3911000000,589.1546150000,2685.7316500000,2411.7595000000
257.3846153846,90.1000000000,53.6000000000,24.7000000000,21.7000000000,63.8800000000,735.4000000000,2.0300000000,9.8700000000,1.4900000000,7.0300000000,51.1199370000,135.1723050000,-0.1526743450,-0.3349182100,3.1171341000,12.5161580000,1.9196062500,130.4304750000,368.3481950000,408.5551800000,0.3820703450,0.3501290750,21.9153255000,18.1117615000,102.2572950000,4.3388820000,296.3645750000,286.6865050000,127.7625700000,137.3391300000,75.8652710000,52.1535275000,42.3905810000,37.2551890000,26.1500780000,387.7055250000,8717.6108500000,1.5340661595,47.2995520000,69.1374760000,459.0719500000,418.7825950000,418.4787850000,28.9315748224,45.7576121599,1.0466267638,10.3807430000,562.6881300000,0.1131330600,3.1319723500,0.1548615350,414.5605550000,416.7864900000,431.7446050000,82.4962490000,1632.1622000000,231.7984250000,6.1395362500,0.4540721250,0.5530907000,0.4089018250,425.7433869848,5.6181371591,65.6149570000,366.9968179091,361.2954834242,426.4199200000,156.0965962424,118.6395946803,136.3000223636,4.0504060000,78.9521595000,1.9828414500,6253.7843000000,578.0544000000,2005.3933500000,2494.2023000000
214.0000000000,89.9000000000,53.4000000000,24.9500000000,21.6500000000,62.2275000000,731.0000000000,2.0200000000,9.7700000000,1.6900000000,7.4600000000,51.8315420000,134.9863900000,-0.1526974550,-0.3668400450,3.1217343500,12.5511720000,1.9262403500,127.0594900000,367.3346500000,448.0065300000,0.3843849300,0.3502353500,22.0041075000,17.0658045000,97.0292825000,4.3830827000,298.4970250000,285.6791900000,126.9663450000,137.4501250000,79.1475560000,57.9257715000,35.9311560000,36.7399495000,23.4735500000,382.8765050000,7803.4425500000,1.4927732400,30.3200225000,69.5529345000,427.8430850000,409.8635300000,417.9586550000,28.9315748224,45.7576121599,1.0466267638,12.5684375000,568.5325900000,0.1122887450,3.1351117500,0.1581374400,413.4207950000,415.8950100000,426.6490250000,82.9316200000,1712.2275000000,232.4273950000,6.1424286000,0.4529967600,0.5438563450,0.9193670950,425.7433869848,5.6181371591,64.6708635000,366.9968179091,361.2954834242,425.5769400000,156.0965962424,118.6395946803,136.3000223636,3.9602559000,79.7024730000,1.9266168000,6209.4436000000,563.2540800000,2238.5023500000,2568.6671000000
