S-ZORB.CAL_1.CANGLIANG.PV,S-ZORB.PC_3301.DACA,S-ZORB.SIS_TE_2802,S-ZORB.PC_9002.DACA,S-ZORB.PT_2106.DACA.PV,S-ZORB.TE_1604.DACA,S-ZORB.PDC_2702.DACA,XiTing,S-ZORB.TE_1107.DACA.PV,S-ZORB.FC_5001.DACA,S-ZORB.PC_2401B.PIDA.OP,S-ZORB.TE_6001.DACA,Liu,S-ZORB.PT_2901.DACA,S-ZORB.LC_2601.DACA,S-ZORB.PT_7503B.DACA,Xiu,S-ZORB.TE_5006.DACA,S-ZORB.TE_2608.DACA,S-ZORB.TE_2104.DACA.PV,S-ZORB.TE_3112.DACA,S-ZORB.FT_1503.DACA.PV,S-ZORB.TE_1102.DACA.PV,S-ZORB.FT_1003.PV,S-ZORB.TE_2603.DACA,S-ZORB.PC_2401.PIDA.OP,S-ZORB.TE_5003.DACA,BaoHeTing,S-ZORB.PDT_2704.DACA,S-ZORB.AT-0010.DACA.PV
2.2249980000,0.3497537350,276.6193600000,0.3787576500,5.6181371591,415.4139050000,28.4911000000,18.1142857143,118.6395946803,1753.1457000000,28.9315748224,355.3153300000,239.0000000000,566.5743500000,69.1664070000,0.1050601900,51.9257142857,137.7872800000,276.1747750000,425.7433869848,81.3086245000,1754.3003500000,424.5963450000,51.8026480000,424.6036100000,45.7576121599,74.6838860000,59.9428571429,43.2991685000,0.5508658350
2.2454213500,0.3500932500,276.4957300000,0.3802240150,5.6181371591,415.9438400000,29.0052640000,18.8000000000,118.6395946803,1591.7107500000,28.9315748224,352.4943600000,239.0000000000,554.3581650000,67.9700095000,0.1056277700,46.5300000000,137.5740700000,451.5553700000,425.7433869848,79.5595475000,1747.2198500000,424.7772450000,52.2126680000,404.9986050000,45.7576121599,76.6208175000,58.7000000000,48.2483875000,0.5414643100
2.0137913000,0.3501709950,270.0015350000,0.3800010250,5.6181371591,415.7313750000,24.6970695000,19.3714285714,118.6395946803,1795.7922000000,28.9315748224,390.4120900000,172.0000000000,551.8524900000,66.7901740000,0.1050698350,46.5300000000,137.7435700000,380.6692950000,425.7433869848,79.3370400000,1972.8438500000,424.1375200000,48.5117590000,401.1878250000,45.7576121599,76.4797375000,58.8142857143,36.9413975000,0.5492151600
2.0250536000,0.3501442850,269.2307600000,0.3797097600,5.6181371591,415.2219100000,24.9656220000,19.8000000000,118.6395946803,1775.7252000000,28.9315748224,392.8620650000,182.0000000000,549.9012900000,66.9473490000,0.1042774650,61.3000000000,137.5907550000,460.8084200000,425.7433869848,78.6045535000,1780.9646500000,422.3015900000,48.9631060000,400.1669400000,45.7576121599,76.0125825000,58.9000000000,39.2781205000,0.5472498300
2.0188971000,0.3501207100,282.3321150000,0.3798479600,5.6181371591,415.4971100000,25.9001035000,20.3142857143,118.6395946803,1810.3138000000,28.9315748224,395.4748850000,156.0000000000,556.8034150000,67.5733380000,0.1100125300,62.2400000000,136.7534250000,430.4537650000,425.7433869848,80.1317265000,1812.4885850000,421.1213850000,51.0103690000,402.1927650000,45.7576121599,74.1596165000,58.3857142857,47.9618940000,0.5455067650
2.0321208500,0.3495422300,267.5132200000,0.3786009600,5.6181371591,415.1978200000,25.5460070000,20.7000000000,118.6395946803,2236.9414000000,28.9315748224,384.7319450000,137.0000000000,545.0100500000,66.4490290000,0.1072060400,62.9450000000,138.4011700000,405.2039450000,425.7433869848,75.4749470000,1706.9684500000,424.8382250000,49.5421945000,386.8465150000,45.7576121599,74.9302585000,58.0000000000,49.4491850000,0.5245817800
2.0906141500,0.3502242300,275.5647050000,0.3803857950,5.6181371591,415.7013350000,26.6953370000,20.7000000000,118.6395946803,2041.3052500000,28.9315748224,390.0859550000,129.0000000000,544.5790600000,66.7554215000,0.1098151850,63.7675000000,137.4366750000,276.1090150000,425.7433869848,76.3001765000,2082.6238500000,422.9356400000,50.0136965000,389.5816200000,45.7576121599,76.6415135000,58.0000000000,43.9555955000,0.5452840000
2.1053057000,0.3502980800,272.5717400000,0.3796637300,5.6181371591,415.3326850000,26.1852685000,21.2000000000,118.6395946803,1993.6598000000,28.9315748224,387.7344600000,139.0000000000,549.1765150000,68.5249130000,0.1096371250,64.5900000000,138.3583050000,194.9481700000,425.7433869848,79.2738810000,2082.4964000000,424.0395100000,51.9558855000,415.1581350000,45.7576121599,74.6608905000,58.5000000000,46.4697885000,0.5353824550
2.0455911000,0.3499014250,268.7912200000,0.3798264550,5.6181371591,413.7338600000,25.2695725000,22.7000000000,118.6395946803,3375.4712000000,28.9315748224,398.5372300000,195.0000000000,547.3859500000,66.0808805000,0.1096014850,64.5900000000,139.5301600000,202.7413150000,425.7433869848,77.0944985000,2170.9024500000,422.5784800000,53.8621525000,384.2980750000,45.7576121599,74.7238690000,57.3000000000,46.2330355000,0.5354564650
2.0156462000,0.3499524400,277.9105650000,0.3804548250,5.6181371591,416.5388650000,24.9462635000,20.4000000000,118.6395946803,2187.6414000000,28.9315748224,388.4880800000,201.0000000000,557.5613850000,67.6572380000,0.1089352400,64.5900000000,137.8268250000,207.4247050000,425.7433869848,79.6794805000,1980.3957500000,426.5142800000,46.3570195000,404.5155600000,45.7576121599,75.0323960000,56.5000000000,45.7086315000,0.5392764050
2.0719136500,0.3485745700,281.2026850000,0.3790863900,5.6181371591,414.4799200000,27.3749890000,19.0666666667,118.6395946803,2238.6459000000,28.9315748224,390.5368950000,252.0000000000,548.6285050000,63.9775285000,0.1100889500,63.2533333333,137.8655300000,210.2882700000,425.7433869848,78.6762715000,1865.7168500000,422.6490350000,44.5168835000,375.4560050000,45.7576121599,74.9953100000,57.6666666667,47.7188235000,0.5355678750
2.2899586500,0.3501199600,269.6779450000,0.3833435950,5.6181371591,416.2627600000,31.4320265000,16.0888888889,118.6395946803,1779.8985500000,28.9315748224,331.9696100000,183.0000000000,545.8871000000,67.4806300000,0.1113999100,61.4711111111,136.5412450000,214.3217550000,425.7433869848,78.9240905000,1524.4643000000,423.2874200000,0.0000000000,405.0210800000,45.7576121599,71.1301570000,58.6888888889,39.4005590000,0.5397581850
2.1872828500,0.3499901050,275.3891950000,0.3816896450,5.6181371591,416.7979450000,29.6426625000,14.6000000000,118.6395946803,1860.3745000000,28.9315748224,360.2038000000,169.0000000000,518.3183000000,67.8143950000,0.1105511500,60.5800000000,137.3651900000,233.3022800000,425.7433869848,81.9395030000,1445.9852500000,423.6999550000,0.0000000000,405.5502350000,45.7576121599,73.7664500000,59.2000000000,38.8187640000,0.5389241150
2.2482785000,0.3497982900,286.7292400000,0.3839771550,5.6181371591,416.6756850000,30.2849025000,15.5000000000,118.6395946803,2333.5279500000,28.9315748224,349.3953650000,185.0000000000,548.0448800000,67.8216290000,0.1085220000,62.2300000000,138.4991850000,333.4930550000,425.7433869848,79.7225100000,2173.8164500000,426.1168600000,0.0000000000,399.7864800000,45.7576121599,70.4780095000,59.9000000000,37.7119865000,0.5454883650
2.0489105000,0.3497376050,272.6007300000,0.3818555150,5.6181371591,416.4544350000,27.2455270000,14.7000000000,118.6395946803,2079.4228000000,28.9315748224,380.1577950000,120.0000000000,566.1672850000,67.4690930000,0.1086822600,63.8800000000,137.2425650000,445.1720200000,425.7433869848,79.6028185000,2869.7677500000,427.8877000000,0.0000000000,397.8781600000,45.7576121599,72.2052505000,62.2000000000,46.2688285000,0.5417982250
1.9947783000,0.3501635700,275.1007400000,0.3841684300,5.6181371591,416.6225250000,26.6690775000,19.7000000000,118.6395946803,1934.2685500000,28.9315748224,381.9584950000,227.0000000000,561.9759600000,69.1566710000,0.1102187900,63.8800000000,138.4955150000,440.7815800000,425.7433869848,81.7356760000,2685.7316500000,428.1624250000,48.8412415000,422.5496050000,45.7576121599,73.4825075000,57.9000000000,44.4733020000,0.5477502600
1.9828414500,0.3501290750,286.6865050000,0.3820703450,5.6181371591,416.7864900000,26.1500780000,24.7000000000,118.6395946803,1632.1622000000,28.9315748224,387.7055250000,257.3846153846,562.6881300000,69.1374760000,0.1131330600,63.8800000000,137.3391300000,459.0719500000,425.7433869848,82.4962490000,2005.3933500000,426.4199200000,51.1199370000,418.7825950000,45.7576121599,75.8652710000,53.6000000000,37.2551890000,0.5530907000
1.9266168000,0.3502353500,285.6791900000,0.3843849300,5.6181371591,415.8950100000,23.4735500000,24.9500000000,118.6395946803,1712.2275000000,28.9315748224,382.8765050000,214.0000000000,568.5325900000,69.5529345000,0.1122887450,62.2275000000,137.4501250000,427.8430850000,425.7433869848,82.9316200000,2238.5023500000,425.5769400000,51.8315420000,409.8635300000,45.7576121599,79.1475560000,53.4000000000,36.7399495000,0.5438563450
2.0585096000,0.3500667150,282.6068450000,0.3827751500,5.6181371591,415.5531700000,26.3862060000,25.2000000000,118.6395946803,1749.7563000000,28.9315748224,382.1349450000,241.0000000000,562.1510500000,69.0427255000,0.1121039950,60.5750000000,137.6511750000,130.2897700000,425.7433869848,82.2838700000,2083.5309000000,425.9029300000,46.7027570000,416.1238500000,45.7576121599,77.2385125000,53.2000000000,45.3915960000,0.5434114650
2.0546039000,0.3499822950,277.6831500000,0.3829740400,5.6181371591,415.6096700000,19.1783380000,23.7333333333,118.6395946803,1904.9266500000,28.9315748224,387.5670950000,242.0000000000,558.3718200000,68.8108505000,0.1126048250,59.4733333333,137.9208000000,135.9923450000,425.7433869848,82.2586780000,2387.0994000000,425.5619350000,46.9218100000,415.5589950000,45.7576121599,75.0905150000,54.4000000000,40.9115045000,0.5549637600
2.0781263000,0.3499917650,275.5189350000,0.3824720050,5.6181371591,415.8011250000,20.2100605000,20.8000000000,118.6395946803,1772.8075000000,28.9315748224,385.0856700000,243.0000000000,550.8302350000,68.7131510000,0.1122976450,58.1911111111,137.4544200000,139.9247550000,425.7433869848,82.7776975000,2308.9722500000,425.8406200000,48.5238730000,413.5903000000,45.7576121599,74.5639075000,56.8000000000,40.0992070000,0.5455250050
2.0616092500,0.3496194400,284.6047000000,0.3834508300,5.6181371591,416.5623450000,27.9795900000,21.4000000000,118.6395946803,1651.4146500000,28.9315748224,391.5523700000,255.0000000000,545.5899700000,69.2580610000,0.1134231350,57.5500000000,137.1403500000,145.9718700000,425.7433869848,81.6453955000,1909.1722500000,424.3412300000,55.1585070000,417.1804600000,45.7576121599,75.4690285000,56.4000000000,47.5120125000,0.5465450400
2.0436278500,0.3499563400,281.5903550000,0.3830541850,5.6181371591,411.7021700000,27.0470635000,22.0000000000,118.6395946803,1626.0090500000,28.9315748224,378.1073800000,249.0000000000,558.0977200000,68.4344490000,0.1127650700,57.8300000000,136.6961250000,150.2488150000,425.7433869848,81.9293755000,2108.3392000000,421.0163700000,52.3613750000,411.2397100000,45.7576121599,80.7043030000,56.2000000000,41.0100275000,0.5447651600
2.0670496000,0.3499555950,271.8879650000,0.3826104000,5.6181371591,414.7188800000,26.6872290000,24.3000000000,118.6395946803,1764.1259000000,28.9315748224,385.2256850000,284.0000000000,563.0991000000,67.8577550000,0.1132999750,58.1100000000,136.6614550000,155.9513900000,425.7433869848,79.4708345000,2536.9785500000,424.0903500000,50.0543670000,408.1661100000,45.7576121599,76.0409915000,55.3000000000,45.0490710000,0.5401847300
2.0629215000,0.3496593050,266.9551300000,0.3831782900,5.6181371591,412.1525750000,26.1527230000,24.2000000000,118.6395946803,2771.2359000000,28.9315748224,385.9118750000,189.0000000000,564.1467550000,67.1256100000,0.1128563150,64.4450000000,137.4941100000,170.2078350000,425.7433869848,79.8103780000,2720.4021000000,424.9192100000,51.4534565000,411.5595450000,45.7576121599,75.6204195000,55.8000000000,45.0858415000,0.5471384500
2.0676322000,0.3509141900,285.5799800000,0.3831779150,5.6181371591,411.0657950000,27.9523695000,24.5000000000,118.6395946803,2197.1063000000,28.9315748224,390.4970250000,310.0000000000,568.6777900000,69.5504145000,0.1103271300,70.5000000000,138.6238000000,180.1873600000,425.7433869848,82.6478820000,2165.7261050000,418.4617200000,48.3261275000,433.9292050000,45.7576121599,74.9274755000,52.9000000000,45.2840655000,0.5444682550
2.0064145500,0.3500246250,284.0216900000,0.3818226600,5.6181371591,416.1062600000,26.6436535000,24.2000000000,118.6395946803,1978.5431500000,28.9315748224,391.7166800000,269.0000000000,562.7120350000,67.6603695000,0.1097491500,54.4725000000,137.8195000000,185.8899400000,425.7433869848,81.3716660000,2165.4726500000,423.8945250000,48.7068295000,416.6411950000,45.7576121599,74.7309145000,53.4500000000,41.3369630000,0.5557792900
2.0478705500,0.3500342500,281.9475000000,0.3825118950,5.6181371591,411.2617950000,27.4682170000,24.2000000000,118.6395946803,2179.3645000000,28.9315748224,381.1481400000,275.5384615385,556.1231700000,68.1869760000,0.1115445800,38.4450000000,138.7300950000,190.1668850000,425.7433869848,80.5591385000,2297.0540000000,422.8065700000,48.8554565000,418.7728450000,45.7576121599,75.3563205000,54.0000000000,42.0056000000,0.5414089250
2.0870723500,0.3501084700,284.4459700000,0.3831597500,5.6181371591,407.0385900000,28.4535080000,24.2000000000,118.6395946803,2069.6629500000,28.9315748224,374.9394850000,255.0000000000,555.8383050000,68.3294070000,0.1116195150,30.4312500000,138.2753000000,191.5152950000,425.7433869848,82.2518065000,2102.8525000000,417.5295250000,53.7297370000,412.5147350000,45.7576121599,74.8724740000,53.6250000000,49.2644255000,0.5380525450
1.9009494500,0.3499756400,283.3318100000,0.3833910850,5.6181371591,416.2587700000,24.6479735000,24.5000000000,118.6395946803,2040.2874000000,28.9315748224,386.0289100000,284.0000000000,558.2210300000,67.4771785000,0.1103553150,22.4175000000,138.5176250000,194.3012650000,425.7433869848,81.6394915000,2228.3987000000,427.0114600000,52.4147705000,411.3593150000,45.7576121599,74.6024780000,53.2500000000,43.8215255000,0.5390908450
2.0136211000,0.3499431700,281.3431100000,0.3830452550,5.6181371591,414.4066350000,25.5524240000,24.6500000000,118.6395946803,2220.0332500000,28.9315748224,382.8829100000,248.0000000000,562.6630700000,68.2719145000,0.1108991400,14.4037500000,138.8797350000,195.8694700000,425.7433869848,80.9478665000,2118.9225000000,425.2613000000,47.8020515000,409.7635600000,45.7576121599,72.8383345000,52.8750000000,43.6746640000,0.5468418300
1.9067342000,0.3499416800,282.3015900000,0.3832157550,5.6181371591,417.9004350000,23.4743825000,24.8000000000,118.6395946803,2228.8012000000,28.9315748224,386.9431150000,287.0000000000,556.7642900000,67.5002135000,0.1109125000,6.3900000000,138.5371400000,200.1464150000,425.7433869848,81.6969850000,2086.6458000000,428.7840800000,48.3372290000,416.7327300000,45.7576121599,72.9474850000,52.5000000000,34.4094760000,0.5405002850
2.0926474500,0.3497337150,288.1929150000,0.3829718050,5.6181371591,414.8385650000,27.5927365000,26.3000000000,118.6395946803,2483.0369500000,28.9315748224,387.3058650000,279.0000000000,557.0762100000,67.5868045000,0.1108405350,21.4550000000,138.4523600000,205.8489900000,425.7433869848,80.9329200000,1963.4490500000,423.5903600000,47.2411900000,409.8450950000,45.7576121599,68.4975325000,50.4500000000,38.9308335000,0.5628998550
2.0516735000,0.3499953050,280.8012750000,0.3831048250,5.6181371591,413.0522900000,26.9041135000,27.8000000000,118.6395946803,2379.3854500000,28.9315748224,379.2003700000,286.6923076923,564.3544400000,67.6492460000,0.1105044250,36.5200000000,138.5924950000,210.1259200000,425.7433869848,81.2693305000,2196.8609500000,423.4693100000,47.5835710000,418.5539150000,45.7576121599,70.6645220000,48.4000000000,48.8421480000,0.5412790650
2.0764586500,0.3499450150,282.6877200000,0.3829562200,5.6181371591,414.6364450000,27.3446325000,27.5000000000,118.6395946803,2385.5555000000,28.9315748224,379.1141300000,286.6442307692,559.0287100000,67.4349145000,0.1098092450,51.5850000000,138.8352500000,215.8285100000,425.7433869848,78.8722620000,2297.0500000000,425.7826500000,48.5812285000,410.5808500000,45.7576121599,70.7633995000,49.1000000000,45.7162195000,0.5348446800
2.0228657000,0.3499583800,286.4026200000,0.3830667750,5.6181371591,409.9245750000,26.2942960000,27.2000000000,118.6395946803,1916.6618000000,28.9315748224,369.2812900000,286.5961538462,553.8524450000,67.4676665000,0.1089382350,66.6500000000,138.6704800000,218.3233900000,425.7433869848,81.1297530000,2142.3345000000,422.6083000000,47.6424685000,421.3009500000,45.7576121599,67.6772315000,49.8000000000,47.3459750000,0.5470460050
2.0951864000,0.3497771200,271.1981100000,0.3828016800,5.6181371591,410.2069150000,28.1767310000,29.7000000000,118.6395946803,2176.1403000000,28.9315748224,373.5058100000,275.4423076923,558.9064700000,67.8250405000,0.1114429600,66.6500000000,137.3347700000,220.1054300000,425.7433869848,75.2482715000,2215.7562500000,421.8442200000,48.1438690000,414.9244150000,45.7576121599,70.0196080000,48.4000000000,47.4053040000,0.5494379200
2.0676528095,0.3501052619,275.9201238095,0.3838861571,5.6181371591,415.4211238095,27.0259242857,27.5000000000,118.6395946803,2314.1026190476,28.9315748224,373.3302190476,263.6538461538,556.4970714286,67.9232190476,0.1113021048,66.6500000000,137.4720142857,227.0822047619,425.7433869848,80.7139523810,2543.9518571429,428.1374571429,47.8982195238,421.5110666667,45.7576121599,68.4637300000,49.7000000000,45.8004714286,0.5469945048
2.0946767000,0.3500965900,272.5488500000,0.3823421500,5.6181371591,416.1782200000,27.2374665000,27.3000000000,118.6395946803,2556.0351000000,28.9315748224,382.0680050000,262.4038461538,562.4206900000,68.0763325000,0.1115171350,60.3150000000,139.6927900000,235.7875500000,425.7433869848,80.7440390000,2160.1724350000,428.4225200000,45.9809495000,420.6757050000,45.7576121599,71.5436805000,50.0500000000,45.6436765000,0.5387018750
2.0516545500,0.3499170100,284.4902300000,0.3839092550,5.6181371591,417.7622700000,26.0970255000,27.3000000000,118.6395946803,2295.9779000000,28.9315748224,380.2167600000,259.3846153846,562.8255450000,67.5278835000,0.1099234800,53.9800000000,139.1326850000,239.9991450000,425.7433869848,81.9986845000,2372.8975000000,428.8859050000,45.9232880000,424.1029050000,45.7576121599,73.3557430000,50.0000000000,44.8591850000,0.5471015100
2.0926933000,0.3500700550,271.6391900000,0.3831604800,5.6181371591,413.5732150000,26.6272135000,27.6000000000,118.6395946803,2078.5650000000,28.9315748224,371.9590100000,259.0384615385,547.4204450000,68.0260540000,0.1081503000,53.9800000000,138.3639600000,245.7670550000,425.7433869848,80.8257650000,2268.8534500000,427.4896300000,46.9716645000,423.1357550000,45.7576121599,71.2300705000,49.3000000000,45.1523965000,0.5519964500
2.0937048500,0.3503663450,272.3549950000,0.3828128100,5.6181371591,413.3451800000,26.4534045000,27.9000000000,118.6395946803,2216.3105500000,28.9315748224,366.9026150000,258.6923076923,548.1724800000,68.0839190000,0.1080827750,53.9800000000,139.6728050000,250.0440100000,425.7433869848,82.0960785000,2287.3547000000,428.4617900000,45.4631220000,425.1057500000,45.7576121599,75.2126050000,48.6000000000,39.3646110000,0.5333797600
2.0667564500,0.3498834300,282.0879050000,0.3825456550,5.6181371591,413.9448750000,26.9391970000,28.4500000000,118.6395946803,2205.7071000000,28.9315748224,380.8660600000,261.7692307692,562.2626900000,67.8135775000,0.1108598100,53.4175000000,139.5878400000,255.7465850000,425.7433869848,81.3899835000,2225.2440500000,424.1377600000,48.9935015000,418.8228350000,45.7576121599,74.2190310000,48.4500000000,43.4722350000,0.5480283300
2.0440748000,0.3499978900,287.6556800000,0.3832374650,5.6181371591,415.7209300000,26.6490095000,29.0000000000,118.6395946803,2374.4984500000,28.9315748224,387.0146900000,264.8461538462,553.5084150000,67.7929755000,0.1082630750,52.8550000000,139.2704650000,260.0235350000,425.7433869848,81.7661700000,1729.8390000000,426.4598700000,49.4583080000,421.5919400000,45.7576121599,70.3053670000,48.3000000000,46.5523155000,0.5409822250
2.0776314000,0.3497943700,290.3708700000,0.3827766300,5.6181371591,415.8589700000,26.9070370000,28.6000000000,118.6395946803,2229.0682000000,28.9315748224,390.8836250000,260.9230769231,565.2948950000,67.8757065000,0.1058518350,52.2925000000,138.1055450000,265.7261200000,425.7433869848,80.9284605000,1736.9780000000,425.4994200000,59.8953860000,417.9197200000,45.7576121599,67.7237765000,48.8000000000,45.9330870000,0.5342512350
2.0503018000,0.3498164550,286.6483500000,0.3833178000,5.6181371591,418.6352850000,26.6535865000,28.2000000000,118.6395946803,2115.8699500000,28.9315748224,389.2681950000,257.0000000000,555.6806650000,67.5660130000,0.1080649650,51.7300000000,137.6396250000,270.0030400000,425.7433869848,81.6421415000,1877.5920500000,429.3495050000,49.9412615000,425.0336900000,45.7576121599,69.5901710000,49.3000000000,45.6539095000,0.5388686900
2.0087429000,0.3499212750,274.5711400000,0.3835135200,5.6181371591,413.3429600000,26.1621275000,27.2000000000,118.6395946803,2455.0138000000,28.9315748224,378.4028950000,263.0000000000,554.9408800000,66.7461670000,0.1063222150,52.2825000000,138.7145650000,275.7056350000,425.7433869848,79.8200255000,2216.6305500000,425.3480900000,46.2823570000,424.1843150000,45.7576121599,70.5044880000,50.4000000000,40.2862630000,0.5476574350
2.0208424500,0.3501774850,276.2255650000,0.3829463750,5.6181371591,417.3185350000,26.1885635000,26.2000000000,118.6395946803,2492.7942500000,28.9315748224,381.8422950000,269.0000000000,554.2745300000,67.9539865000,0.1047508150,52.8350000000,138.0578900000,279.9825800000,425.7433869848,80.9644990000,2239.9527000000,429.2949800000,47.1602565000,428.6002050000,45.7576121599,69.6195825000,51.5000000000,47.4613805000,0.5451917400
2.0488365000,0.3500234950,282.2970000000,0.3833764150,5.6181371591,411.4516750000,26.9971060000,26.2000000000,118.6395946803,2438.0116500000,28.9315748224,374.5286100000,250.5000000000,549.3912900000,66.9000040000,0.1052686900,53.3875000000,138.5635200000,285.6851550000,425.7433869848,81.4755635000,2051.0153000000,423.1140800000,48.4883330000,424.0152400000,45.7576121599,71.1475140000,51.5000000000,44.8732010000,0.5379969850
2.0920634000,0.3503129100,273.6355400000,0.3831246700,5.6181371591,411.1935900000,28.0749580000,26.2000000000,118.6395946803,2371.9022500000,28.9315748224,371.1127850000,232.0000000000,552.1213800000,66.6353770000,0.1032677000,53.9400000000,138.6789650000,289.9620700000,425.7433869848,80.1316050000,2272.1402500000,424.8862750000,46.3625945000,417.0194500000,45.7576121599,70.9948235000,51.5000000000,41.6683480000,0.5629927850
2.0351398250,0.3499755350,287.5976825000,0.3828586275,5.6181371591,414.1094575000,27.2887612500,24.6000000000,118.6395946803,2065.5030250000,28.9315748224,377.6867975000,300.8571428571,545.4201225000,66.8156375000,0.0989267150,51.7300000000,133.8802550000,446.0286000000,425.7433869848,81.2496230000,1968.6316500000,426.9927850000,51.4553087500,428.7057750000,45.7576121599,68.6468662500,51.6000000000,44.6179845000,0.5419745350
2.0579324103,0.3499571974,291.2040923077,0.3838614436,5.6181371591,417.2185282051,27.7093287179,24.6000000000,118.6395946803,2063.6736410256,28.9315748224,399.0122846154,300.8571428571,542.8533512821,67.2716041026,0.1060765077,51.7300000000,133.5353307692,446.0286000000,425.7433869848,79.8219297436,1671.6933846154,426.1776974359,48.9385464103,423.7245897436,45.7576121599,66.9235958974,51.6000000000,44.2560717949,0.5338365718
2.1043047500,0.3501990850,287.1939800000,0.3832864475,5.6181371591,410.5526350000,26.9769397500,24.6000000000,118.6395946803,2086.6446500000,28.9315748224,375.3784625000,300.8571428571,542.6450400000,67.4657452500,0.0988009550,51.7300000000,133.3081225000,446.0286000000,425.7433869848,79.4300340000,1931.4906275000,423.0153925000,51.0313895000,420.3639900000,45.7576121599,67.4246475000,51.6000000000,44.2512415000,0.5440789850
2.0605167250,0.3497861175,284.2651075000,0.3811464475,5.6181371591,418.7273825000,26.2454895000,21.0000000000,118.6395946803,1934.8903750000,28.9315748224,390.3596975000,241.2857142857,545.4836325000,67.0368877500,0.0927286860,52.8300000000,133.3704325000,446.0286000000,425.7433869848,77.7629822500,2008.4845750000,429.3619600000,51.4885187500,421.2699775000,45.7576121599,66.4101347500,54.8000000000,47.3859927500,0.5415851450
2.0380706000,0.3499170875,288.5943275000,0.3833376450,5.6181371591,415.6981175000,25.3301225000,21.2000000000,118.6395946803,1582.3097750000,28.9315748224,378.5656000000,240.2857142857,543.5429300000,66.3999210000,0.0937258345,53.4000000000,133.7466400000,446.0286000000,425.7433869848,80.1159967500,2055.8914500000,427.8759150000,50.6068940000,423.9170850000,45.7576121599,59.0540985000,55.4000000000,42.2920700000,0.5448207600
2.1369727750,0.3498131550,284.1994900000,0.3834669900,5.6181371591,411.2766500000,27.3643965000,21.2000000000,118.6395946803,1792.1808250000,28.9315748224,368.0906350000,240.2857142857,537.2570825000,67.7808377500,0.0921628455,53.4000000000,133.9447425000,446.0286000000,425.7433869848,79.3983352500,2050.1375950000,424.0659075000,50.7389120000,422.5076150000,45.7576121599,68.2747080000,55.4000000000,35.7515692500,0.5394553225
2.1499460250,0.3498897300,281.1301900000,0.3813202650,5.6181371591,417.1418925000,28.1812702500,21.2000000000,118.6395946803,1797.4179500000,28.9315748224,381.8398475000,240.2857142857,532.8669475000,68.4461970000,0.0861062817,53.4000000000,133.6391550000,446.0286000000,425.7433869848,79.5626802500,2169.7173000000,429.0547300000,51.4375415000,430.6325325000,45.7576121599,67.0049465000,55.4000000000,45.0311735000,0.5380711400
2.1531295000,0.3500497425,301.4087325000,0.3824424050,5.6181371591,415.1257300000,27.6848815000,21.2000000000,118.6395946803,1855.9564500000,28.9315748224,385.8653825000,240.2857142857,539.0283675000,68.2468967500,0.0928759513,53.4000000000,134.3926900000,446.0286000000,425.7433869848,80.1995272500,1914.7364050000,425.6410875000,49.2171497500,424.5292075000,45.7576121599,67.6154450000,55.4000000000,45.9509920000,0.5367916575
2.0333792750,0.3494600575,293.9232375000,0.3825269175,5.6181371591,416.5725700000,24.2583110000,21.9000000000,118.6395946803,1830.8817750000,28.9315748224,386.4287075000,214.1428571429,561.6497425000,66.0241862500,0.0923336082,53.9700000000,133.9246425000,446.0286000000,425.7433869848,79.6594700000,1709.3738300000,426.4861800000,49.9086622500,421.2466650000,45.7576121599,67.2455890000,54.3000000000,43.8610312500,0.5309784600
2.0981513000,0.3498078275,288.0891200000,0.3829179025,5.6181371591,412.7925000000,25.7121230000,21.9000000000,118.6395946803,1843.1463500000,28.9315748224,363.2443350000,214.1428571429,550.5927600000,67.5347272500,0.0917189307,53.9700000000,134.1073275000,446.0286000000,425.7433869848,79.1120645000,2023.1199675000,425.2138100000,51.9301982500,423.5335650000,45.7576121599,69.4926857500,54.3000000000,45.6887145000,0.5534153400
2.1272780500,0.3500734925,280.1457700000,0.3826093875,5.6181371591,410.1743000000,25.7826495000,21.9000000000,118.6395946803,1836.2873500000,28.9315748224,349.6984000000,214.1428571429,550.3566700000,67.1448985000,0.0845793930,53.9700000000,133.6808375000,446.0286000000,425.7433869848,79.3683810000,2243.9138750000,424.5760900000,51.9587452500,427.9599675000,45.7576121599,67.7649630000,54.3000000000,41.7929287500,0.5351227300
2.0922343500,0.3499486400,289.5154125000,0.3830147450,5.6181371591,415.9190900000,25.3355775000,24.3000000000,118.6395946803,1805.3815000000,28.9315748224,371.1843600000,259.7142857143,548.1758975000,67.1775757500,0.0875689792,53.4200000000,133.3771075000,446.0286000000,425.7433869848,78.8305565000,1839.2564750000,427.1443075000,51.8827072500,430.4356725000,45.7576121599,65.0795255000,55.1000000000,43.7937645000,0.5336674450
2.1256902250,0.3501433525,290.3182250000,0.3831298600,5.6181371591,414.7004625000,26.4226255000,24.3000000000,118.6395946803,1879.5445500000,28.9315748224,363.5107925000,259.7142857143,552.0430275000,67.8529882500,0.0868867780,53.4200000000,133.2632450000,446.0286000000,425.7433869848,79.4142417500,2187.8428500000,427.9095175000,51.7352315000,430.8088700000,45.7576121599,64.6925922500,55.1000000000,47.6341462500,0.5349836500
